measure,ic3,t3,ic9,t9,ic21,t21,oic3,ot3,oic9,ot9,oic21,ot21
fspread_6_45,-0.014178115199283749,-2.183537987594793,-0.014430655417168802,-2.1747632568706954,-0.004631583298984013,-0.6935049563234637,-0.00867413127434873,-1.3621124434938912,-0.010911444400799402,-1.6975794187438253,0.004307511964982474,0.6620662913945837
bspread_6_45,-0.006256696459585024,-0.9806903719775657,0.0013572918970175321,0.21679486002839252,-0.001375125322564303,-0.22370436218576834,-0.004090261941689436,-0.6523781214135903,0.004365518857989326,0.6948889066817675,0.0024402829552310464,0.3937092146803491
fz_1_21,-0.017456478806982836,-2.7809178381444664,-0.021584481043712113,-3.377816592326314,-0.01043835748840504,-1.6185383024069773,-0.014396694480378515,-2.30696364067075,-0.021001852090901902,-3.41067171709556,-0.01100808572488998,-1.7492477361330654
bz_1_21,-0.00836172952027604,-1.3776424792208155,-0.007710898517655558,-1.2512711938441363,-0.003098819049335119,-0.5015420146314044,-0.005831322738477787,-0.9631476329315118,-0.005743412100896329,-0.9421981618509391,-0.002910603464778725,-0.4708917477818168
fz_3_21,-0.01620034422808684,-2.5922105160486195,-0.022642653836199452,-3.593370650558247,-0.010560863573354715,-1.6482379997715328,-0.016699034543364636,-2.716560331977815,-0.025364940082586787,-4.107863822922385,-0.013278521940812972,-2.114348480035288
bz_3_21,-0.0024569225428053296,-0.3942965376276713,0.005726796438648467,0.9162517945183115,0.002067713588111517,0.3380488282774262,-0.0037978967423321344,-0.6127882675716642,0.00465330898681551,0.7367412013069249,-0.00018931651875584183,-0.03083237431083446
fz_3_30,-0.016406008671532697,-2.500863563515465,-0.01695356980344264,-2.5993195527878385,-0.0014742681038132925,-0.22093253106986527,-0.013865376372921593,-2.1522876464667724,-0.01755230739516878,-2.790275961693893,0.0015240932731563344,0.23739347357888238
bz_3_30,-0.005719320598323101,-0.9156449456833969,0.0025004082361812564,0.4002919188194901,-0.0013953592719789312,-0.22760302314278893,-0.005267788365135775,-0.838694142066557,0.003994390492331517,0.6313741474450946,-0.0016406884838702331,-0.267714635677419
fz_6_21,-0.015035987625358191,-2.351525405102197,-0.018129202745586718,-2.8578341949704016,-0.00860420056544128,-1.3165406581188137,-0.014352582451884506,-2.2961595423303125,-0.02023541880634662,-3.269015327194281,-0.011731606324627126,-1.8330324234991475
bz_6_21,-0.002331677462844607,-0.37497390571688605,0.014447436891931644,2.3173073131546102,0.0050574296059239755,0.8211594918975259,-0.0013184314177856374,-0.21298623304421527,0.013391040941355908,2.1527056877031843,0.003910292726889566,0.635638400996558
fz_9_21,-0.01751728304605764,-2.8038667599518785,-0.01741779784716832,-2.737929046146066,-0.007810650795391034,-1.2076002597587479,-0.017355947767357587,-2.78995972468298,-0.014997886065338892,-2.416168718554151,-0.005425189753204491,-0.8527878161549759
bz_9_21,0.010059171715796133,1.6300361147875029,0.01689788205292731,2.7893883330220093,0.0026209715468912933,0.43294933890679166,0.009958900177205026,1.6396410074885543,0.016545535709665334,2.7577042112059744,0.00477980598353321,0.7940419898891534
fz_3_45,-0.01527181028168524,-2.3588829371008773,-0.013314413980220721,-2.0558030074754754,-0.0018819790343695244,-0.28200851557554235,-0.01352963456837947,-2.1255481270816,-0.012523085031913735,-1.9728187850807606,0.0036300244190548936,0.5705417698645926
bz_3_45,-0.005605579957961776,-0.8853015065294886,0.002805575304295888,0.44739509590448,-0.0007333303085019705,-0.11789926736633911,-0.005001205681505503,-0.795631927689773,0.002521658008748094,0.3987383056460667,-0.002791377653695028,-0.4526498399296971
fz_6_45,-0.013657123178936057,-2.0688642191247757,-0.008872962263104578,-1.3375756880613672,0.0015689930912320424,0.2336830656321085,-0.012986451389408281,-2.005986527897255,-0.007973640485153373,-1.2199405795305873,0.006141776043686379,0.9475894820560365
bz_6_45,-0.005024986291047645,-0.8066562500541261,0.007879691363031864,1.2703451417394547,-0.0006514847116358292,-0.10526598277455465,-0.004442637911759633,-0.7132928745701131,0.007296454999593488,1.1735558501781738,-0.0018934412097430923,-0.3081873577169025
faccel_3,-0.0037054500190542836,-0.6054034624877787,-0.00285474586040918,-0.45545917789643137,-0.0028645097512288815,-0.4510371091610041,-0.009067529396508976,-1.4910773225478575,-0.0025764448670943974,-0.41948515337733505,-0.004992413146377564,-0.8026086113914951
baccel_3,0.0063444310241126305,1.0103885972021396,0.007324251562442039,1.1815267054799925,0.002818048612069536,0.4551158524568273,0.005756158486362684,0.9138711253787122,0.006906457406279205,1.1052130804679556,0.002910727280444422,0.4653377639162511
faccel_6,-0.0057571386806051904,-0.8857154288988472,-0.008989183226202806,-1.3991367754984307,-0.0033149152862691007,-0.5025141034099264,-0.005482821229525393,-0.8625489849876086,-0.013664032839850106,-2.172959712693718,-0.002139872855346466,-0.33292617612479813
baccel_6,-0.008978208662636567,-1.4236071284761238,-0.0013815926309284636,-0.22566818747763523,0.00040960727525891184,0.06724627283033317,-0.007404115885029755,-1.1627623469770878,-0.001676738460015899,-0.27069464329261184,-0.0005976243070246186,-0.09809249004785207
faccel_9,-0.006939306023905744,-1.111047404402777,-0.008078692604607656,-1.2635356155294524,0.0008355000996591434,0.12798618970770423,-0.009649756921770457,-1.5434747106539393,-0.008846604435035791,-1.4194358240940084,-0.00030670025390204113,-0.048444760319072
baccel_9,-0.001956078596817106,-0.3128850948749011,0.004029718183165952,0.6314008835935279,0.0031742696026462163,0.5110518993957062,-0.005772610949793354,-0.9411617528594053,0.0009934448210320644,0.15948569289028464,0.00285653150743554,0.4603956464091608
faccel_15,-0.008263454195541376,-1.323458741029472,-0.0027719545662357927,-0.4310437761494109,0.006625646210944322,1.0422312943843415,-0.005305729954225444,-0.855090923915367,-0.0037570836112994993,-0.610308534199786,0.0059131903370705004,0.9745663689489559
baccel_15,0.0022056932228045633,0.3611329889289905,0.014387069818277476,2.3206329381894832,0.000633599301255766,0.1019004894239979,0.005428826795558354,0.8901746432187011,0.017216896585291873,2.799913810362184,0.0014311284980902655,0.229773016608778
bfdiv_3,0.012037871828479313,1.8319126202975204,0.02113987299081169,3.342374386024888,0.02067472304422922,3.1892702325312468,0.007007937831804365,1.0858721643870228,0.012343888060484667,1.9660358208697764,0.007225642570677875,1.1363617884743709
bfdiv_6,0.01496550283845636,2.362728724393909,0.022542826336147445,3.6619778597603094,0.023498073783127415,3.6300824955556754,0.004688947365593764,0.7538783176675642,0.010962097192951312,1.7782323354321732,0.003175714098176928,0.5025073789191354
bfdiv_9,0.02117907420686937,3.382481835592235,0.02533179302930637,4.047183497027636,0.024947541195167542,3.792331541363435,0.011040166848979658,1.8066669020112716,0.010926728303050323,1.7708937980744766,0.002030856094162112,0.32069443423403277
bfdiv_15,0.017611635253762813,2.7775348499260564,0.020574092614129888,3.131465016485924,0.02797154403702886,4.140111334613276,0.006330804889161021,0.9974223395832488,0.002805802168357615,0.4272324097672304,0.002553358203405355,0.38573288848964843
bfdiv_21,0.015451503534786125,2.4124805783883114,0.017010319712964385,2.569908860344061,0.031542382315299634,4.679091384715221,0.0005446205981355162,0.08348106734521091,-0.004245676101500697,-0.6357044537408498,0.008611287278984501,1.2855577158539377
fpersist_9,-0.020879115247367644,-3.168756931708078,-0.024935605729111302,-3.804452025729592,-0.033863841905017386,-5.060027601102229,-0.017743339087248306,-2.726008997061852,-0.022248813392421907,-3.448008748559513,-0.020609668922330817,-3.0727019879682005
fpersist_21,-0.014371081728240963,-2.2654918842747604,-0.02318762152325536,-3.6049627694012725,-0.03517357510399024,-5.426359330079895,-0.002916994810475513,-0.4659001995360699,-0.014097102439628771,-2.2231048063272194,-0.020118039366538734,-3.094623628692214
fpersist_45,-0.014029973582831956,-2.245957965528656,-0.021117662189433017,-3.2763462034181656,-0.0291763315450954,-4.377833534101426,-0.006095098223645256,-0.9709510233114959,-0.015327594305496121,-2.5161168558938476,-0.025004594293522805,-3.931461606669693
LEVEL_9,-0.03386040756038444,-5.148444922065313,-0.03903584338505017,-5.963073407434179,-0.043280072918689204,-6.344515580180232,,,,,,
LEVEL_21,-0.03187913168287648,-4.79178560490269,-0.03871230563573859,-5.689221494321104,-0.04588895031434759,-6.629446211064858,,,,,,
LEVEL_30,-0.03016030609559936,-4.50591319764441,-0.03795427890398794,-5.592654506217879,-0.04760981464630403,-6.849261163895774,,,,,,
LEVEL_45,-0.031443643736772435,-4.658802882553759,-0.03909826862497209,-5.691472659087467,-0.049950932659157496,-6.9049022357693515,,,,,,
LEVEL_63,-0.02800306275251505,-4.095615819500049,-0.03727394497682404,-5.33528461672978,-0.045375154952909835,-6.265047865035885,,,,,,
