half,symbol,vol_target_pct,n_trades,fire_rate,mean_cap_when_fired,mean_cap_all,min_cap,wpnl_orig,wpnl_r5_simulated,wpnl_delta_pct
IS,ETHUSDT,4.5,145,0.11724137931034483,0.8040656967243679,0.9770283920297536,0.49335656332873556,-15.973,-7.5573464813564435,8.415653518643557
IS,LINKUSDT,4.5,146,0.273972602739726,0.807294383725156,0.9472039407466182,0.41920044003373746,96.4006,73.33765350667198,-23.062946493328013
IS,LTCUSDT,4.5,123,0.13008130081300814,0.8181188670842722,0.9763406656369786,0.5552842129343786,2.2396999999999934,-9.353382883255343,-11.593082883255336
IS,DOTUSDT,4.5,93,0.16129032258064516,0.7923657535335796,0.966510605408642,0.6168313350504977,-16.188300000000005,-17.396081302910368,-1.2077813029103623
IS,PORTFOLIO,4.5,620,0.14677419354838708,0.8034239989322343,0.9711477159723119,0.41920044003373746,51.452999999999975,23.854608504043625,-27.59839149595635
OOS,BTCUSDT,3.0,35,0.05714285714285714,0.915048236940659,0.9951456135394663,0.8748076679191208,13.6516,13.4106935398335,-0.24090646016649941
OOS,ETHUSDT,3.0,46,0.391304347826087,0.7880753745975521,0.9170729726686074,0.41104068430381774,32.208800000000004,27.18726908727593,-5.021530912724074
OOS,LINKUSDT,3.0,28,0.5714285714285714,0.7682551005224009,0.8675743431556577,0.5180358808133924,21.339399999999994,15.150043156506907,-6.189356843493087
OOS,LTCUSDT,3.0,34,0.38235294117647056,0.8363951585902056,0.9374452076962551,0.6278254223651843,-28.209600000000002,-25.219123349460318,2.9904766505396836
OOS,DOTUSDT,3.0,46,0.782608695652174,0.7850863082087168,0.8318066759894308,0.44231231164956064,-0.8557999999999996,-4.19777835200991,-3.3419783520099102
OOS,PORTFOLIO,3.0,189,0.4497354497354497,0.7934562233197898,0.9071099417046675,0.41104068430381774,38.13439999999999,26.331104082146116,-11.803295917853877
OOS,BTCUSDT,3.25,35,0.02857142857142857,0.9477083069123808,0.998505951626068,0.9477083069123808,13.6516,13.706082715027991,0.054482715027990736
OOS,ETHUSDT,3.25,46,0.3695652173913043,0.8414588713081739,0.9414087133095425,0.44529407466246923,32.208800000000004,29.155509445967596,-3.053290554032408
OOS,LINKUSDT,3.25,28,0.4642857142857143,0.7908233552835623,0.9028822720959396,0.5612055375478417,21.339399999999994,16.034506041039347,-5.304893958960648
OOS,LTCUSDT,3.25,34,0.29411764705882354,0.8595137074288205,0.9586805021849472,0.680144207562283,-28.209600000000002,-25.857252686473934,2.3523473135260673
OOS,DOTUSDT,3.25,46,0.6521739130434783,0.8148178089163749,0.8792290058150272,0.4791716709536907,-0.8557999999999996,-3.981480433502041,-3.1256804335020414
OOS,PORTFOLIO,3.25,189,0.37566137566137564,0.8249701983044662,0.9342480639133179,0.44529407466246923,38.13439999999999,29.05736508205895,-9.077034917941042
OOS,BTCUSDT,3.5,35,0.0,,1.0,1.0,13.6516,13.6516,0.0
OOS,ETHUSDT,3.5,46,0.2608695652173913,0.8489289675059098,0.9605901654363243,0.4795474650211207,32.208800000000004,30.184163810322893,-2.0246361896771106
OOS,LINKUSDT,3.5,28,0.39285714285714285,0.8164039381281519,0.9278729756932026,0.6043751942822911,21.339399999999994,17.237972449786607,-4.101427550213387
OOS,LTCUSDT,3.5,34,0.20588235294117646,0.8696799917647065,0.9731694100692043,0.7324629927593818,-28.209600000000002,-26.538541341464413,1.671058658535589
OOS,DOTUSDT,3.5,46,0.4782608695652174,0.8166029377621062,0.9122883615383988,0.5160310302578207,-0.8557999999999996,-3.6269346439084833,-2.771134643908484
OOS,PORTFOLIO,3.5,189,0.2751322751322751,0.8311656827423053,0.9535482301724861,0.4795474650211207,38.13439999999999,30.90826027473661,-7.226139725263383
OOS,BTCUSDT,3.75,35,0.0,,1.0,1.0,13.6516,13.6516,0.0
OOS,ETHUSDT,3.75,46,0.17391304347826086,0.8391836993561431,0.9720319477141118,0.5138008553797722,32.208800000000004,30.90534067013929,-1.3034593298607149
OOS,LINKUSDT,3.75,28,0.2857142857142857,0.8109864869123666,0.945996139117819,0.6475448510167405,21.339399999999994,18.032635063028504,-3.30676493697149
OOS,LTCUSDT,3.75,34,0.14705882352941177,0.8971201540640875,0.9848706108917776,0.7847817779564804,-28.209600000000002,-27.384993613927648,0.8246063860723538
OOS,DOTUSDT,3.75,46,0.3695652173913043,0.8266305618767843,0.9359286859109855,0.5528903895619508,-0.8557999999999996,-3.1837831555551563,-2.327983155555157
OOS,PORTFOLIO,3.75,189,0.20105820105820105,0.8352547845361539,0.9668766233458934,0.5138008553797722,38.13439999999999,32.02079896368499,-6.1136010363150035
OOS,BTCUSDT,4.0,35,0.0,,1.0,1.0,13.6516,13.6516,0.0
OOS,ETHUSDT,4.0,46,0.10869565217391304,0.8179820970042263,0.9802154453265465,0.5480542457384237,32.208800000000004,31.696703596493737,-0.5120964035062663
OOS,LINKUSDT,4.0,28,0.21428571428571427,0.8100015088553979,0.9592860376118709,0.6907145077511899,21.339399999999994,18.75034608736524,-2.5890539126347534
OOS,LTCUSDT,4.0,34,0.08823529411764706,0.9014135469110865,0.9913011953156842,0.8371005631535791,-28.209600000000002,-28.08582154237495,0.12377845762505046
OOS,DOTUSDT,4.0,46,0.32608695652173914,0.8604228842442706,0.9544857231231318,0.5897497488660808,-0.8557999999999996,-2.629770909072307,-1.7739709090723075
OOS,PORTFOLIO,4.0,189,0.15343915343915343,0.8469139118120979,0.9765106002251367,0.5480542457384237,38.13439999999999,33.383057232411716,-4.751342767588277
OOS,BTCUSDT,4.25,35,0.0,,1.0,1.0,13.6516,13.6516,0.0
OOS,ETHUSDT,4.25,46,0.06521739130434782,0.7618316657151273,0.9844672825466388,0.5823076360970751,32.208800000000004,32.119345242013274,-0.0894547579867293
OOS,LINKUSDT,4.25,28,0.21428571428571427,0.8606266031588602,0.9701342721054699,0.7338841644856392,21.339399999999994,19.24233646782557,-2.097063532174424
OOS,LTCUSDT,4.25,34,0.058823529411764705,0.9144371594447169,0.9949668917320421,0.8894193483506778,-28.209600000000002,-28.362046954877975,-0.15244695487797344
OOS,DOTUSDT,4.25,46,0.2391304347826087,0.8690418158497898,0.9686839124858192,0.6266091081702109,-0.8557999999999996,-2.1735150555078353,-1.3177150555078359
OOS,PORTFOLIO,4.25,189,0.1164021164021164,0.8562540413334393,0.9832676661869612,0.5823076360970751,38.13439999999999,34.47771969945303,-3.6566803005469595
OOS,BTCUSDT,4.5,35,0.0,,1.0,1.0,13.6516,13.6516,0.0
OOS,ETHUSDT,4.5,46,0.043478260869565216,0.6862862089845134,0.9863602699558484,0.6165610264557266,32.208800000000004,32.134107340393285,-0.07469265960671834
OOS,LINKUSDT,4.5,28,0.17857142857142858,0.8874029360704266,0.9798933814411477,0.7770538212200886,21.339399999999994,19.710052426766136,-1.6293475732338578
OOS,LTCUSDT,4.5,34,0.058823529411764705,0.9682275805885239,0.9981310341522662,0.9417381335477765,-28.209600000000002,-28.516990893400212,-0.30739089340021053
OOS,DOTUSDT,4.5,46,0.13043478260869565,0.8222295315598359,0.9768125475947612,0.663468467474341,-0.8557999999999996,-1.8587505655695908,-1.0029505655695914
OOS,PORTFOLIO,4.5,189,0.07936507936507936,0.845294629923815,0.9877217960256996,0.6165610264557266,38.13439999999999,35.120018308189614,-3.014381691810378
