symbol,variant,n,mean,std,min,p05,p50,p95,max,kish_n_eff,kish_ratio,rho_vs_baseline_abs_pnl,rho_vs_uniqueness_only,rho_vs_uniform,frac_below_0p5_norm,frac_above_1p5_norm,frac_above_3x_norm
ETHUSDT,afml_capped_p95,5713,1.0,1.382606390607227,0.939448495990639,0.939448495990639,0.9394484959909326,0.9394484959912264,66.19446190445328,1962.1511037333953,0.3434537202403983,0.2805211840295272,0.9999997922107734,,0.0,0.004551023980395589,0.003325748293366007
ETHUSDT,abs_pnl_x_uniq,5713,1.0,0.40121994394957133,0.3463459812351024,0.4600937750656355,0.9328301593519751,1.725930461764561,3.463338846978358,4920.853572448767,0.8613431773934478,0.9948047071065779,0.2922532638939699,,0.07106598984771574,0.10169788202345528,0.0014003150708909505
ETHUSDT,abs_pnl_x_inv_c,5713,1.0,0.49456882432174876,0.34431647275276134,0.45698062780963644,0.9259729612006083,1.7268670558213244,20.522069665133014,4590.235981405514,0.8034720779635068,0.9940643858703164,0.2903720571744139,,0.0735165412217749,0.09977244880098023,0.0019254332224750569
ETHUSDT,sqrt_uniq_x_abs_pnl,5713,0.9999999999999999,0.39926819594009155,0.34692797576831447,0.46086690966618205,0.933162833615001,1.7262679296432895,3.4691585890415593,4927.484589423214,0.8625038665190292,0.9979720880639433,0.287617649070318,,0.070715911079993,0.10169788202345528,0.0012252756870295817
ETHUSDT,inv_concurrency_only,5713,1.0,0.3296167101058452,0.9897443066545057,0.9897443066545057,0.9897443066545057,0.9897443066545057,21.774374746399126,5153.127276047974,0.9020002233586512,-0.00401461869556993,0.11605218365148201,,0.0,0.0024505513740591634,0.0012252756870295817
ETHUSDT,log_inv_c,5713,0.9999999999999997,0.24649723572809218,0.9915756845192851,0.9915756845192851,0.9915756845192851,0.9915756845192851,15.461881605731964,5385.756647724668,0.942719525244997,-0.00401461869556993,0.11605218365148201,,0.0,0.0024505513740591634,0.001050236303168213
LINKUSDT,afml_literal,5664,1.0,5.673061156265395,0.7505285284921981,0.7505285284921981,0.7505285284924273,0.7505285284926674,264.4148790461059,170.68660706568684,0.0301353472926707,0.3497807103424061,0.999999735180139,,0.0,0.00423728813559322,0.003707627118644068
LINKUSDT,afml_inverse_c,5664,0.9999999999999999,1.134321919027051,0.9701524347651042,0.9701524347651042,0.9701524347654005,0.9701524347657108,78.77433214117767,2476.9467539557822,0.43731404554304065,0.3497791494287863,0.9999999116172946,,0.0,0.003707627118644068,0.0017655367231638418
LINKUSDT,afml_capped_p95,5664,1.0,1.3878355427368019,0.938956633952705,0.938956633952705,0.9389566339529918,0.9389566339532921,66.1598048231218,1935.6905807590113,0.3417532805012379,0.3497797667122227,0.9999997854852443,,0.0,0.004590395480225989,0.0033545197740112993
LINKUSDT,abs_pnl_x_uniq,5664,0.9999999999999999,0.3147772904692398,0.4603205508911816,0.564547342780296,0.950881663238318,1.5454561701935168,4.602528278328023,5153.378789178873,0.9098479500668915,0.997311050361377,0.35730792673604345,,0.019597457627118644,0.0646186440677966,0.0014124293785310734
LINKUSDT,abs_pnl_x_inv_c,5664,1.0,0.43561320726377456,0.4572189885340783,0.560743517850691,0.9444224960354906,1.531450005470117,19.939327939626136,4760.628527536314,0.840506449070677,0.9981171198991311,0.3546285317861054,,0.022069209039548024,0.061087570621468926,0.0026483050847457626
LINKUSDT,sqrt_uniq_x_abs_pnl,5664,1.0,0.30802507995179385,0.4613737487231264,0.5658390079825905,0.9530308637315567,1.540935156900618,4.61305870716755,5173.172261680823,0.913342560325004,0.9981306321521244,0.3555304284559851,,0.019244350282485875,0.06426553672316385,0.001059322033898305
LINKUSDT,inv_concurrency_only,5664,0.9999999999999999,0.3310086637971408,0.9896565010284458,0.9896565010284458,0.9896565010284458,0.9896565010284458,21.772443022625808,5104.695210065838,0.9012526853929799,0.0369810423537894,0.11689828873876405,,0.0,0.0024717514124293787,0.0012358757062146894
LINKUSDT,log_inv_c,5664,0.9999999999999999,0.24754188784482178,0.9915034239005506,0.9915034239005506,0.9915034239005506,0.9915034239005506,15.46075482827153,5336.966761221167,0.9422610807240761,0.0369810423537894,0.11689828873876405,,0.0,0.0024717514124293787,0.001059322033898305
LTCUSDT,afml_literal,5673,1.0,5.172283107913831,0.6315949476721394,0.6315949476721394,0.6315949476723368,0.6315949476725343,222.51399561102272,204.4139243286231,0.03603277354638165,0.3349400600321042,0.9999940639665963,,0.0,0.011457782478406488,0.010576414595452142
LTCUSDT,afml_inverse_c,5673,0.9999999999999999,1.128477514574637,0.9641525742234486,0.9641525742234486,0.96415257422375,0.9641525742240515,78.28715611587238,2495.3138629146965,0.43985789933275105,0.33492675716334697,0.9999975333713812,,0.0,0.008637405252952583,0.0017627357659086903
LTCUSDT,afml_capped_p95,5673,0.9999999999999997,1.4264544613296,0.9006690645049433,0.9006690645049433,0.9006690645052249,0.9006690645055065,63.462025149153156,1869.332978773419,0.3295140100076536,0.3349269624928031,0.9999948791876786,,0.0,0.011457782478406488,0.009695046712497797
LTCUSDT,abs_pnl_x_uniq,5673,1.0,0.4041277389921551,0.3469649001402773,0.43104816924433725,0.9262387359659258,1.7707579448593178,4.724704680543324,4876.563420011727,0.8596092755176674,0.993603460302812,0.35480494623221426,,0.08161466596157237,0.11739820200951877,0.0007050943063634761
LTCUSDT,abs_pnl_x_inv_c,5673,1.0,0.5453173304087882,0.3445872741736164,0.4280943508042285,0.9196636748179469,1.7609023321933301,27.969774801205542,4372.689107460865,0.7707895482920615,0.9918386124642279,0.3540807128485891,,0.08267230742111757,0.1149303719372466,0.0015864621893178213
LTCUSDT,sqrt_uniq_x_abs_pnl,5673,1.0,0.40036553124659435,0.3480429867575644,0.4321849734435857,0.9268715146282143,1.7669700741120007,3.478720747674352,4889.284136058157,0.8618516016319684,0.9979759376695446,0.34592172877260885,,0.08179093953816323,0.11739820200951877,0.0005288207297726071
LTCUSDT,inv_concurrency_only,5673,0.9999999999999997,0.3320664505331453,0.9865649961330767,0.9865649961330767,0.9865649961330767,0.9865649961330767,21.704429914927687,5109.576560049413,0.9006833351047794,-0.010427169772015988,0.19942005848026548,,0.0,0.004935660144544333,0.0012339150361360832
LTCUSDT,log_inv_c,5673,0.9999999999999999,0.24955443466131835,0.9884998281316553,0.9884998281316553,0.9884998281316553,0.9884998281316553,15.413919026531744,5340.412885848551,0.9413736798604885,-0.010427169772015988,0.19942005848026548,,0.0,0.004935660144544333,0.0010576414595452142
DOTUSDT,afml_literal,5011,1.0000000000000002,5.84074333801053,0.7268974884774531,0.7268974884774531,0.7268974884774531,0.7268974884776802,256.0895478294692,142.70546367214783,0.028478440166064226,0.36184725494575226,0.9999996406947328,,0.0,0.004789463181001796,0.004190780283376571
DOTUSDT,afml_inverse_c,5011,1.0000000000000002,1.2012412159030676,0.9663936129426811,0.9663936129426811,0.9663936129426811,0.9663936129429832,78.46912373465469,2051.1830055708533,0.4093360617782585,0.3618106071742962,0.9999998934603546,,0.0,0.004190780283376571,0.001995609658750748
DOTUSDT,afml_capped_p95,5011,1.0,1.4636648161832255,0.931546402975366,0.931546402975366,0.931546402975366,0.9315464029756572,65.63767268471712,1594.6843291528157,0.31823674499158167,0.36183710466955643,0.9999997121802058,,0.0,0.005188585112751946,0.003791658351626422
DOTUSDT,abs_pnl_x_uniq,5011,1.0,0.39088140841073965,0.3505388556509971,0.47740083790811466,0.9238275759297948,1.713577702675678,3.503779356378275,4346.851982062645,0.867461980056405,0.9945127255489252,0.37337150251491397,,0.05907004589902215,0.10237477549391338,0.0013969267611255239
DOTUSDT,abs_pnl_x_inv_c,5011,0.9999999999999998,0.465692639678901,0.3478077801433842,0.47368137082278017,0.915986143719198,1.7030041781445422,11.293981909857484,4117.943169349229,0.821780716293999,0.9966121788230315,0.36648426810109247,,0.0610656555577729,0.09738575134703652,0.0027938535222510478
DOTUSDT,sqrt_uniq_x_abs_pnl,5011,1.0,0.3868833816396667,0.3512922981573903,0.4784269554927109,0.925406283044556,1.7145866288380227,3.511310322653657,4358.608868511817,0.8698081956718852,0.9982948613832433,0.36836127562625604,,0.05907004589902215,0.10277389742566354,0.0003991219317501497
DOTUSDT,inv_concurrency_only,5011,0.9999999999999997,0.351419745343715,0.9883243429997144,0.9883243429997144,0.9883243429997144,0.9883243429997144,21.743135545993717,4460.185639422296,0.8900789541852516,0.07160918591990502,0.1276858153505493,,0.0,0.0027938535222510478,0.0013969267611255239
DOTUSDT,log_inv_c,5011,1.0,0.26286586126135264,0.9904068286612959,0.9904068286612959,0.9904068286612959,0.9904068286612959,15.443655351122707,4687.126754662734,0.9353675423394001,0.07160918591990502,0.1276858153505493,,0.0,0.0027938535222510478,0.001197365795250449
