symbol,train_month,n_trials,n_candles,n_paths,rank,pbo,n_eff,mean_path_sharpe,error
BCHUSDT,2025-10,10,1252,45,10,0.0,7,-0.030818,
BCHUSDT,2025-11,10,1159,45,10,0.0,8,-0.040513,
BCHUSDT,2025-12,10,1069,45,10,0.0004,8,-0.057925,
BCHUSDT,2026-01,10,976,45,10,0.5902,7,-0.064564,
BCHUSDT,2026-02,10,883,45,10,0.0,7,-0.093326,
BCHUSDT,2026-03,10,799,45,10,0.0842,8,-0.037617,
BCHUSDT,2026-04,10,706,45,10,0.0,7,-0.041855,
BCHUSDT,2026-05,10,616,45,10,0.0,7,-0.180609,
LDOUSDT,2024-09,10,1770,45,10,0.0,8,-0.037322,
LDOUSDT,2024-10,10,1825,45,10,0.5762,8,-0.057678,
LDOUSDT,2024-11,10,1825,45,10,0.0006,8,-0.09714,
LDOUSDT,2024-12,10,1825,45,10,0.0,8,-0.055438,
LDOUSDT,2025-01,10,1825,45,10,0.002,7,-0.087437,
LDOUSDT,2025-02,10,1825,45,10,0.0,7,-0.046907,
LDOUSDT,2025-03,10,1825,45,10,0.0,7,-0.051355,
LDOUSDT,2025-04,10,1801,45,10,0.0064,7,-0.025654,
LDOUSDT,2025-05,10,1711,45,10,0.0,7,-0.024521,
LDOUSDT,2025-06,10,1618,45,10,0.0,7,-0.036885,
LDOUSDT,2025-07,10,1528,45,10,0.0542,7,-0.037155,
LDOUSDT,2025-08,10,1435,45,10,0.9878,7,-0.051289,
LDOUSDT,2025-09,10,1342,45,10,0.0,7,-0.053462,
LDOUSDT,2025-10,10,1252,45,10,0.0,7,-0.097418,
LDOUSDT,2025-11,10,1159,45,10,0.0,7,-0.095469,
LDOUSDT,2025-12,10,1069,45,10,1.0,7,0.004856,
LDOUSDT,2026-01,10,976,45,10,0.0,7,0.058397,
LDOUSDT,2026-02,10,883,45,10,0.6482,7,-0.02632,
LDOUSDT,2026-03,10,799,45,10,0.0,6,-0.00378,
LDOUSDT,2026-04,10,706,45,10,0.3522,7,-0.036524,
LDOUSDT,2026-05,10,616,45,10,0.0,7,-0.110338,
MKRUSDT,2022-08,10,1780,45,10,0.4346,7,-0.070414,
MKRUSDT,2022-09,10,1810,45,10,0.0,7,-0.12003,
MKRUSDT,2022-10,10,1810,45,10,0.1076,7,-0.095958,
MKRUSDT,2022-11,10,1810,45,10,0.0,7,-0.026677,
MKRUSDT,2022-12,10,1810,45,10,0.0,7,-0.04289,
MKRUSDT,2023-01,10,1810,45,10,0.2396,7,-0.059865,
MKRUSDT,2023-02,10,1810,45,10,0.0,8,-0.054487,
MKRUSDT,2023-03,10,1810,45,10,0.0,7,0.011258,
MKRUSDT,2023-04,10,1810,45,10,0.0,7,-0.015755,
MKRUSDT,2023-05,10,1810,45,10,0.0,8,-0.056504,
MKRUSDT,2023-06,10,1810,45,10,0.0,8,-0.039811,
MKRUSDT,2023-07,10,1810,45,10,0.0,7,0.045846,
MKRUSDT,2023-08,10,1810,45,10,0.0,7,-0.028399,
MKRUSDT,2023-09,10,1810,45,10,0.0,7,0.020884,
MKRUSDT,2023-10,10,1810,45,10,0.0,7,0.052262,
MKRUSDT,2023-11,10,1810,45,10,0.0018,7,0.096164,
MKRUSDT,2023-12,10,1810,45,10,0.0,7,-0.008161,
MKRUSDT,2024-01,10,1810,45,10,0.1796,7,0.013619,
MKRUSDT,2024-02,10,1810,45,10,0.0214,8,0.033067,
MKRUSDT,2024-03,10,1820,45,10,0.0,7,0.079343,
MKRUSDT,2024-04,10,1820,45,10,0.0,7,0.042433,
MKRUSDT,2024-05,10,1825,45,10,0.0,8,0.025019,
MKRUSDT,2024-06,10,1825,45,10,0.5572,8,0.004915,
MKRUSDT,2024-07,10,1825,45,10,0.0,8,0.040623,
MKRUSDT,2024-08,10,1825,45,10,0.0,7,-0.036244,
MKRUSDT,2024-09,10,1825,45,10,0.0,7,-0.033823,
MKRUSDT,2024-10,10,1825,45,10,0.0,8,-0.026728,
MKRUSDT,2024-11,10,1825,45,10,0.0,8,-0.06961,
MKRUSDT,2024-12,10,1825,45,10,0.0,8,-0.074419,
MKRUSDT,2025-01,10,1825,45,10,0.0,7,-0.034272,
MKRUSDT,2025-02,10,1825,45,10,0.0,8,-0.013446,
MKRUSDT,2025-03,10,1825,45,10,0.0,8,-0.045306,
MKRUSDT,2025-04,10,1801,45,10,0.0196,8,-0.019074,
MKRUSDT,2025-05,10,1711,45,10,0.0,8,-0.039678,
MKRUSDT,2025-06,10,1618,45,10,0.0,7,0.021416,
MKRUSDT,2025-07,10,1528,45,10,0.0174,8,0.013127,
MKRUSDT,2025-08,10,1435,45,10,0.0,7,-0.156587,
MKRUSDT,2025-09,10,1342,45,10,0.1048,7,-0.037161,
MKRUSDT,2025-10,10,1252,45,10,0.0,8,-0.006575,
MKRUSDT,2025-11,10,1159,45,10,0.0,8,0.018694,
MKRUSDT,2025-12,10,1069,45,10,0.8588,8,-0.054243,
MKRUSDT,2026-01,10,976,45,10,0.481,7,0.004283,
MKRUSDT,2026-02,10,883,45,10,0.0,8,0.028226,
MKRUSDT,2026-03,10,799,45,10,0.0002,8,0.040929,
MKRUSDT,2026-04,10,706,45,10,0.5262,8,-0.039322,
MKRUSDT,2026-05,10,616,45,10,0.5046,6,-0.07414,
TRXUSDT,2022-01,10,1790,45,10,0.2458,8,-0.046173,
TRXUSDT,2022-02,10,1825,45,10,0.0016,8,0.007188,
TRXUSDT,2022-03,10,1815,45,10,0.0116,8,0.06567,
TRXUSDT,2022-04,10,1815,45,10,0.593,8,0.00913,
TRXUSDT,2022-05,10,1810,45,10,0.2706,8,0.019002,
TRXUSDT,2022-06,10,1810,45,10,0.027,8,0.037498,
TRXUSDT,2022-07,10,1810,45,10,0.0,7,0.080291,
TRXUSDT,2022-08,10,1810,45,10,0.0,7,0.023124,
TRXUSDT,2022-09,10,1810,45,10,0.0204,8,-0.021752,
TRXUSDT,2022-10,10,1810,45,10,0.0,7,0.001553,
TRXUSDT,2022-11,10,1810,45,10,0.2324,8,-0.037171,
TRXUSDT,2022-12,10,1810,45,10,0.2386,7,-0.06432,
TRXUSDT,2023-01,10,1810,45,10,0.7404,7,-0.027586,
TRXUSDT,2023-02,10,1810,45,10,0.0846,8,-0.016314,
TRXUSDT,2023-03,10,1810,45,10,0.0,7,-0.009807,
TRXUSDT,2023-04,10,1810,45,10,0.1282,8,-0.027964,
TRXUSDT,2023-05,10,1810,45,10,0.4868,8,-0.004532,
TRXUSDT,2023-06,10,1810,45,10,0.9654,8,0.005552,
TRXUSDT,2023-07,10,1810,45,10,0.1044,7,-0.053955,
TRXUSDT,2023-08,10,1810,45,10,0.0,8,-0.126193,
TRXUSDT,2023-09,10,1810,45,10,0.0028,8,-0.075694,
TRXUSDT,2023-10,10,1810,45,10,0.0356,7,-0.0418,
TRXUSDT,2023-11,10,1810,45,10,0.06,7,-0.093452,
TRXUSDT,2023-12,10,1810,45,10,0.122,7,-0.123708,
TRXUSDT,2024-01,10,1810,45,10,0.0596,7,-0.061525,
TRXUSDT,2024-02,10,1810,45,10,0.018,7,-0.019977,
TRXUSDT,2024-03,10,1820,45,10,0.0,8,-0.046274,
TRXUSDT,2024-04,10,1820,45,10,0.562,8,-0.066031,
TRXUSDT,2024-05,10,1825,45,10,0.0,7,-0.088424,
TRXUSDT,2024-06,10,1825,45,10,0.0,8,-0.083544,
TRXUSDT,2024-07,10,1825,45,10,0.0,7,-0.091151,
TRXUSDT,2024-08,10,1825,45,10,0.1568,8,-0.08456,
TRXUSDT,2024-09,10,1825,45,10,0.0,8,-0.063697,
TRXUSDT,2024-10,10,1825,45,10,0.0,8,-0.017408,
TRXUSDT,2024-11,10,1825,45,10,0.0,8,-0.036033,
TRXUSDT,2024-12,10,1825,45,10,0.034,8,-0.071774,
TRXUSDT,2025-01,10,1825,45,10,0.0,8,-0.113348,
TRXUSDT,2025-02,10,1825,45,10,0.1072,7,-0.074728,
TRXUSDT,2025-03,10,1825,45,10,0.0116,7,-0.058029,
TRXUSDT,2025-04,10,1801,45,10,0.0024,6,-0.021475,
TRXUSDT,2025-05,10,1711,45,10,0.0,7,-0.060335,
TRXUSDT,2025-06,10,1618,45,10,0.0,7,-0.054686,
TRXUSDT,2025-07,10,1528,45,10,0.0,7,-0.015039,
TRXUSDT,2025-08,10,1435,45,10,0.792,6,-0.075803,
TRXUSDT,2025-09,10,1342,45,10,0.3684,7,-0.114627,
TRXUSDT,2025-10,10,1252,45,10,0.0,7,-0.120052,
TRXUSDT,2025-11,10,1159,45,10,0.0064,7,-0.108475,
TRXUSDT,2025-12,10,1069,45,10,0.9006,6,-0.098408,
TRXUSDT,2026-01,10,976,45,10,0.0312,6,-0.085547,
TRXUSDT,2026-02,10,883,45,10,0.0008,7,-0.102884,
TRXUSDT,2026-03,10,799,45,10,0.0,5,-0.067513,
TRXUSDT,2026-04,10,706,45,10,0.4594,4,-0.16257,
TRXUSDT,2026-05,10,616,45,10,0.0,2,-0.220322,
