symbol,direction,open_time,close_time,net_pnl_pct,weighted_pnl,is_win,entry_maha,cum_wpnl,dd_from_peak
BCHUSDT,1,1719244799999,1719302399999,8.0455,2.8964,True,3.4459199054199168,38.02159999999999,4.543500000000009
BCHUSDT,1,1719446399999,1719590399999,7.7998,3.5099,True,2.707304156714846,41.531499999999994,1.033600000000007
TRXUSDT,1,1720166399999,1720195199999,2.6028,0.0,True,5.8114362542093385,41.531499999999994,1.033600000000007
TRXUSDT,1,1720339199999,1720367999999,-1.4952,-1.4204,False,3.960693758628946,40.11109999999999,2.4540000000000077
TRXUSDT,1,1720511999999,1720684799999,3.0104,2.9803,True,2.3821561059305028,43.09139999999999,0.0
BCHUSDT,-1,1721145599999,1721750400000,3.8722,3.3689,True,3.0882349975199315,46.46029999999999,0.0
TRXUSDT,-1,1722095999999,1722211199999,-1.1941,0.0,False,2.6762357392362146,46.46029999999999,0.0
TRXUSDT,-1,1722355199999,1722441599999,2.4946,2.0456,True,3.3344707684697097,48.50589999999999,0.0
BCHUSDT,-1,1722527999999,1722671999999,7.4557,6.9338,True,3.870582860414841,55.43969999999999,0.0
TRXUSDT,1,1722758399999,1722844799999,-1.5875,-1.4288,False,3.188588539779142,54.010899999999985,1.4288000000000025
TRXUSDT,1,1722988799999,1723247999999,3.6248,0.0,True,3.302088415804773,54.010899999999985,1.4288000000000025
BCHUSDT,-1,1723190399999,1723795200000,2.543,2.4412,True,3.9853675332688216,56.45209999999999,0.0
TRXUSDT,1,1723420799999,1723535999999,-1.4584,-0.8021,False,3.559192636822403,55.649999999999984,0.8021000000000029
TRXUSDT,1,1725609599999,1725667199999,-1.7658,-1.2184,False,3.9451151474931834,54.43159999999998,2.0205000000000055
BCHUSDT,-1,1726847999999,1726963199999,-2.9264,0.0,False,2.606868224347551,54.43159999999998,2.0205000000000055
LDOUSDT,-1,1727337599999,1727452799999,-4.2556,-2.5108,False,3.8568898864706327,51.92079999999998,4.531300000000009
BCHUSDT,1,1727798399999,1727827199999,-3.0792,-1.8167,False,3.169079541840867,50.10409999999998,6.348000000000006
BCHUSDT,1,1727971199999,1728576000000,2.0927,1.4231,True,2.2707656984086864,51.52719999999998,4.924900000000008
LDOUSDT,-1,1728345599999,1728921599999,-5.0184,-2.3586,False,3.456068156483101,49.16859999999998,7.283500000000011
TRXUSDT,-1,1728460799999,1728489599999,-1.0221,-0.368,False,3.453825904452138,48.800599999999974,7.651500000000013
TRXUSDT,-1,1728633599999,1728662399999,-1.0374,-0.3735,False,3.1258589598047832,48.427099999999975,8.025000000000013
TRXUSDT,-1,1728835199999,1728921599999,1.805,0.9206,True,3.640302511639827,49.347699999999975,7.1044000000000125
BCHUSDT,1,1729036799999,1729209599999,5.8948,5.0695,True,3.9295216225437044,54.41719999999997,2.0349000000000146
BCHUSDT,-1,1729382399999,1729497599999,-2.9751,-2.3504,False,4.953283114099098,52.06679999999997,4.385300000000015
BCHUSDT,-1,1729699199999,1729756799999,-2.8781,-1.6117,False,3.9149732135231528,50.45509999999997,5.997000000000014
TRXUSDT,-1,1729929599999,1730015999999,-1.0738,-0.7195,False,3.2326807681746113,49.73559999999998,6.716500000000011
TRXUSDT,1,1730591999999,1730620799999,-1.0082,-0.4537,False,2.7472510666619994,49.28189999999998,7.170200000000008
BCHUSDT,1,1730735999999,1730764799999,-3.3752,-2.8352,False,2.7123756714883913,46.44669999999998,10.005400000000009
TRXUSDT,1,1730764799999,1730822399999,-1.0605,-0.6681,False,3.5567306517458404,45.778599999999976,10.673500000000011
BCHUSDT,1,1730908799999,1731196799999,6.8935,6.8935,True,2.58752822914228,52.67209999999998,3.7800000000000082
TRXUSDT,1,1730966399999,1731225599999,2.0434,1.7777,True,2.512916639439996,54.44979999999998,2.0023000000000053
TRXUSDT,-1,1731513599999,1731686399999,-2.4175,0.0,False,4.8194851613115715,54.44979999999998,2.0023000000000053
TRXUSDT,-1,1731887999999,1731916799999,-2.9305,0.0,False,5.2666792122566,54.44979999999998,2.0023000000000053
TRXUSDT,-1,1732089599999,1732319999999,-2.9505,0.0,False,4.608466134562502,54.44979999999998,2.0023000000000053
BCHUSDT,-1,1732147199999,1732175999999,-5.2732,0.0,False,3.519756763513444,54.44979999999998,2.0023000000000053
LDOUSDT,-1,1732492799999,1732521599999,-6.2311,0.0,False,3.2219042634861275,54.44979999999998,2.0023000000000053
TRXUSDT,-1,1732492799999,1732550399999,6.2163,0.0,True,4.245230749228508,54.44979999999998,2.0023000000000053
LDOUSDT,-1,1733846399999,1733875199999,-8.7533,-8.7533,False,4.1046177379836655,45.696499999999986,10.755600000000001
BCHUSDT,1,1733903999999,1734508800000,0.4562,0.4333,True,2.911252567506992,46.12979999999999,10.322299999999998
BCHUSDT,1,1734710399999,1735315200000,1.2841,0.9888,True,3.2408213301067366,47.11859999999999,9.3335
LDOUSDT,1,1734883199999,1735084799999,16.7745,12.9164,True,3.8977530787080426,60.03499999999998,0.0
LDOUSDT,1,1736553599999,1736755199999,-6.3746,-2.6774,False,3.3486299241384363,57.357599999999984,2.6773999999999987
LDOUSDT,-1,1737043199999,1737215999999,10.6977,5.5628,True,2.922161444560639,62.92039999999999,0.0
LDOUSDT,-1,1738367999999,1738483199999,12.5147,10.3872,True,2.7548828119982702,73.30759999999998,0.0
TRXUSDT,1,1739030399999,1739231999999,6.1081,2.3822,True,3.1075213000650423,75.68979999999998,0.0
LDOUSDT,1,1740499199999,1740729599999,-8.4675,-3.641,False,3.18248511034868,72.04879999999997,3.6410000000000053
TRXUSDT,1,1740729599999,1740787199999,5.2992,0.0,True,4.4195642968784945,72.04879999999997,3.6410000000000053
BCHUSDT,1,1740787199999,1741017599999,8.5275,3.4963,True,4.939950957887631,75.54509999999998,0.14470000000000027
TRXUSDT,-1,1740959999999,1741046399999,4.8809,2.6357,True,3.3896419343981785,78.18079999999998,0.0
