month,btc_ret_30d,btc_ret_60d,btc_ret_90d,btc_vol_30d,btc_vol_60d,btc_abs_ret_60d,sym_ret_30d,sym_atr_pct,maha_ood_12m,maha_ood_18m,maha_ood_24m,is_loss,weighted_pnl
2023-01,-0.025508971450458273,-0.19218839298362167,-0.1318571713544785,0.008498909196510083,0.014052372015173736,0.19218839298362167,-0.08440927113510328,0.038525963149078725,12.233337488878817,12.090064667422928,11.902628791714838,True,-2.4082
2023-02,0.39187130876624754,0.3533571386758767,0.1479287590429046,0.012941783382179243,0.011081396589463045,0.3533571386758767,0.5156685280844394,0.7336683417085427,4.398375012419287,4.349795472413036,4.244128398792761,True,-3.3770999999999995
2023-03,-0.025724190511493106,0.39324868081825404,0.34840526312721165,0.015170873234848177,0.014041346486248347,0.39324868081825404,0.11828754139036457,0.438860971524288,5.352883282137792,5.042714818324584,4.934200478692932,False,0.4740000000000002
2023-05,0.02699359337056184,0.23722470130991802,0.28059281591943863,0.012850092683905,0.01744496294410856,0.23722470130991802,-0.06664312077645118,0.08542713567839195,5.374206141187723,5.230626410670699,5.22571921514427,True,-0.9075
2023-06,-0.030415906239306567,-0.04368966171889832,0.1596105230399325,0.010310826544533788,0.011788374089435526,0.04368966171889832,0.04194330118445522,0.19765494137353434,10.082516746175825,8.746209670813935,8.299203520338551,False,2.8635
2023-07,0.11981500748131513,0.085754819208395,0.070890668616711,0.013434231328389685,0.011968241306899231,0.085754819208395,0.5600328199275374,0.7772194304857621,6.058610446331403,5.542664050715246,5.631454550961746,True,-0.8300000000000001
2023-08,-0.044247324489101736,0.09011277620470581,0.019691867464624035,0.007154679974639397,0.01070260277763951,0.09011277620470581,-0.09233906618532384,0.36683417085427134,5.901839804090794,5.946057474469537,5.957986376719885,True,-1.7251
2023-09,-0.12703863816950156,-0.15303125826862707,-0.0477379736886564,0.010485323099181524,0.009205869802981494,0.15303125826862707,-0.12493664304485201,0.32160804020100503,5.20607352485845,5.134012153749111,5.196219687206605,True,-6.5091
2023-10,0.039451558161061495,-0.09259895223088632,-0.11961702169361077,0.00810991136269419,0.00939740424932383,0.09259895223088632,0.12490328719375854,0.5175879396984925,3.644761599205038,3.6339229298358475,3.6588920085819745,False,0.0839
2023-11,0.23837263324922975,0.3433066104296858,0.1879081662387172,0.011318811393645987,0.010088392071926775,0.3433066104296858,0.056428125335988545,0.8358458961474037,3.309390676569187,3.2961904150496673,3.3382634003062175,True,-5.304600000000001
2023-12,0.08846395816619235,0.3479239780711474,0.46214083021910723,0.011846833181068979,0.011575763611021004,0.3479239780711474,0.08583893842924313,0.4539363484087102,3.698565198035667,3.487693004961264,3.449702680281527,True,-5.3867
2024-01,0.09451629591308852,0.1940492248302641,0.5399452645063616,0.0121832344174392,0.011776293326750401,0.1940492248302641,0.10213866534533615,0.7353433835845896,3.5341675886530264,3.320216399891357,3.1491908391384325,False,12.3997
2024-02,-0.03775022495941682,0.07925700519842782,0.21809897510310505,0.014379218257647822,0.013480719072189255,0.07925700519842782,-0.03853266530500573,0.31490787269681736,3.8958074186264278,3.833607285477383,3.732560005085236,True,-5.7504
2024-03,0.4260420380117571,0.4464078082904004,0.5831169167097776,0.012433652437842398,0.01369157857129089,0.4464078082904004,0.2078631422885319,0.814070351758794,4.934629198913455,4.74895345072009,4.471239799218186,True,-1.9943000000000008
2024-04,0.14307727300394357,0.6767425194722807,0.6134451121631828,0.018851521374397235,0.015935095834092625,0.6767425194722807,0.2999679161293033,0.4807370184254606,4.30697276876593,3.7960775997738843,3.4452499482287764,False,25.2371
2024-05,-0.150102994548996,-0.028502048674848623,0.42505844621186295,0.016818355241131587,0.017890267731532638,0.028502048674848623,-0.2535977686447027,0.31825795644891125,4.195822768678033,4.0685120761838025,3.90210676575831,False,1.1051000000000002
2024-06,0.15898956568268963,-0.03044619799139181,0.08926513421201498,0.013918775542666104,0.015883968630061307,0.03044619799139181,0.10243088269666323,0.25293132328308204,3.4490056457400695,3.366788114087877,3.2314880426748935,False,1.7068999999999992
2024-07,-0.07120523129603018,0.07646344558856821,-0.09948350071736012,0.010494588120454439,0.01235342557416327,0.07646344558856821,-0.08057901774513831,0.2747068676716918,4.575441764942117,4.240738098292376,4.020267682502507,False,6.974399999999999
2024-08,0.027323499290753173,-0.047159848493787404,0.09426509273045425,0.014836665468655108,0.012843605152432845,0.047159848493787404,-0.037650906783511386,0.592964824120603,5.4134074034815,5.007333308774707,4.6111942153133265,False,7.1441
2024-09,-0.09776683825994315,-0.05121564107682097,-0.13072608725789336,0.01999036987595216,0.01785715122900752,0.05121564107682097,-0.10414772576026747,0.3015075376884422,3.6226255387409174,3.267851508605356,3.1900502467398795,True,-3.7292
2024-10,0.07409330204828812,-0.03091740408915511,0.019082925007565477,0.012873845487586584,0.01679403907984655,0.03091740408915511,0.08130791444427073,0.36348408710217756,4.634376478259064,3.481487537700328,3.475713556458608,True,-2.1852
2024-11,0.15705170393966106,0.22794190832243433,0.14374866834624456,0.009596803451132754,0.011618747850432383,0.22794190832243433,0.04872525685180636,0.6432160804020101,5.3929769247131025,4.622963707969186,4.148736679201723,False,4.714200000000001
2024-12,0.3719069024016701,0.5873672190704349,0.6846219797758264,0.016297995372624975,0.013370221585201333,0.5873672190704349,0.4806419518463205,0.8123953098827471,15.540184958776768,9.964790701735053,9.811907921128318,False,5.5852
2025-01,-0.03820692108474688,0.34611449662208327,0.5431357282597578,0.014208391580880539,0.015329473141224681,0.34611449662208327,-0.00030210408716942655,0.3651591289782245,5.085352362756138,4.906006559790677,4.733002438786876,False,13.2726
2025-02,0.08245639447287978,0.06767302287505017,0.4759221296704752,0.01502431517677044,0.014522834719790568,0.06767302287505017,0.06899838883288105,0.42211055276381915,4.156309068261719,4.060302685604518,3.9383325147212798,False,2.2375000000000003
2025-03,-0.18706785652981428,-0.09120055886579559,-0.12620354889499985,0.015708171465753616,0.015402770943160836,0.09120055886579559,-0.199091207668162,0.39363484087102174,3.8553684182346033,3.7733427519923453,3.668649559824431,False,2.6357
