measure,H,harvest,n,ic,t,ic_h1,ic_h2,abs_t,stable
B_slot2tilt_21b,1,all,4313,0.0062302922159554325,1.5251997764359293,0.004366495082812922,0.008076027632533107,1.5251997764359293,True
B_slot2tilt_21b,1,Asia,1438,-0.037198216467669645,-5.3732107487872405,-0.037078461086105886,-0.037316976652156705,5.3732107487872405,True
B_slot2tilt_21b,1,Euro,1438,0.03280060105329119,4.52654305557029,0.029398455795216927,0.03616510155055689,4.52654305557029,True
B_slot2tilt_21b,1,US,1437,0.023100223586146145,3.3409357636145502,0.020837455512990554,0.02534105346468665,3.3409357636145502,True
B_slot2tilt_21b,3,all,4311,0.019528123981294238,4.722256397022353,0.015604845350632439,0.023416971991178866,4.722256397022353,True
B_slot2tilt_21b,6,all,4308,0.023397405641613953,5.733685667770517,0.020454460216390337,0.026318571637233692,5.733685667770517,True
B_slot2tilt_21b,9,all,4305,0.024004288854493065,5.919381979765627,0.022227805001691636,0.025770075954128023,5.919381979765627,True
B_slot2tilt_21b,21,all,4293,0.028205390358930448,7.045038534664592,0.014368412391118138,0.04203592353029756,7.045038534664592,True
B_slot0ret_45b,1,all,4289,-0.010925174519132644,-2.674894891490535,-0.01857420569745689,-0.0034349833975802443,2.674894891490535,True
B_slot0ret_45b,1,Asia,1430,0.010674871687017433,1.522208508969351,-1.5521201961901825e-06,0.021144273425947137,1.522208508969351,False
B_slot0ret_45b,1,Euro,1430,-0.03441162076789606,-4.906526377433779,-0.04620971970782139,-0.02287461392069385,4.906526377433779,True
B_slot0ret_45b,1,US,1429,-0.009037454392514677,-1.2639382841633806,-0.00953761492995036,-0.008547685001978623,1.2639382841633806,True
B_slot0ret_45b,3,all,4287,-0.018404878856272427,-4.493724826389476,-0.023911079001791846,-0.013008039729809514,4.493724826389476,True
B_slot0ret_45b,6,all,4284,-0.019777813489641236,-4.9764622467487305,-0.025888629494163783,-0.013780056060595524,4.9764622467487305,True
B_slot0ret_45b,9,all,4281,-0.018361776483590893,-4.6825799338401835,-0.025440249168367183,-0.01140461157525588,4.6825799338401835,True
B_slot0ret_45b,21,all,4269,-0.015358839290937523,-3.9679158921928805,-0.021273007079753943,-0.009513536986387718,3.9679158921928805,True
B_slot0tilt_45b,1,all,4289,-0.004640612029293393,-1.1455410374200254,-0.010645995776980277,0.0012400637033284632,1.1455410374200254,False
B_slot0tilt_45b,1,Asia,1430,0.01960812466885341,2.8103666245809857,0.015613920720967995,0.02352487867869119,2.8103666245809857,True
B_slot0tilt_45b,1,Euro,1430,-0.024929119463532417,-3.5643721950476195,-0.029327234962610527,-0.020628334321280382,3.5643721950476195,True
B_slot0tilt_45b,1,US,1429,-0.008603612622287185,-1.2233518421293106,-0.01826181582833359,0.0008539353924978653,1.2233518421293106,False
B_slot0tilt_45b,3,all,4287,-0.010817201996506782,-2.6819423162417477,-0.014326301898302312,-0.007377797843338136,2.6819423162417477,True
B_slot0tilt_45b,6,all,4284,-0.014380440555429667,-3.6482369606746334,-0.018556661597968552,-0.010281485397119068,3.6482369606746334,True
B_slot0tilt_45b,9,all,4281,-0.015196031952217855,-3.9208053298017034,-0.018179084495156855,-0.012264101662214828,3.9208053298017034,True
B_slot0tilt_45b,21,all,4269,-0.02108688020178549,-5.60417988751889,-0.02507935335627888,-0.017140896022076614,5.60417988751889,True
B_slot1ret_45b,1,all,4289,-0.010736757865177695,-2.5687306803210093,-0.0056877961149517375,-0.015680872693963798,2.5687306803210093,True
B_slot1ret_45b,1,Asia,1430,-0.0031439006337791744,-0.4330028252236596,0.0025685138530812056,-0.00874554808072814,0.4330028252236596,False
B_slot1ret_45b,1,Euro,1430,-0.007092502639061343,-0.9671617848683703,-0.00971087276454655,-0.004532077080668477,0.9671617848683703,True
B_slot1ret_45b,1,US,1429,-0.02198173394232693,-3.0879578140906387,-0.009932707382425264,-0.033780434465665546,3.0879578140906387,True
B_slot1ret_45b,3,all,4287,-0.017784324236908823,-4.1999316787878795,-0.009371588494619706,-0.026029971001406516,4.1999316787878795,True
B_slot1ret_45b,6,all,4284,-0.017294406551376377,-4.157060050212173,-0.007959821595426436,-0.026456288732933163,4.157060050212173,True
B_slot1ret_45b,9,all,4281,-0.017540763738251593,-4.179832679649726,-0.009735592298156518,-0.025212173555704914,4.179832679649726,True
B_slot1ret_45b,21,all,4269,-0.009224510045524227,-2.264625073753043,0.004375696639864467,-0.022666353821208816,2.264625073753043,False
B_slot1tilt_45b,1,all,4289,-0.0027157277433388577,-0.6629319717806939,0.006125050184153876,-0.011372917758170228,0.6629319717806939,False
B_slot1tilt_45b,1,Asia,1430,0.010120527246033321,1.4480731647592218,0.014517470338166147,0.005808843438235478,1.4480731647592218,True
B_slot1tilt_45b,1,Euro,1430,0.005937706018677677,0.8304249236727256,0.019124462227268747,-0.006957227092627834,0.8304249236727256,False
B_slot1tilt_45b,1,US,1429,-0.024220454765372355,-3.403455554794757,-0.015278652479952068,-0.03297648553516756,3.403455554794757,True
B_slot1tilt_45b,3,all,4287,-0.00882376852103051,-2.14349059488563,0.0033892805007175605,-0.020794248901699973,2.14349059488563,False
B_slot1tilt_45b,6,all,4284,-0.007501626650867983,-1.8511598442786645,0.003966973914103051,-0.018758042191510227,1.8511598442786645,False
B_slot1tilt_45b,9,all,4281,-0.009803515497039079,-2.393842131830985,6.215930107208385e-05,-0.019500116664983438,2.393842131830985,False
B_slot1tilt_45b,21,all,4269,-0.01145802683580444,-2.7402399430807787,0.0056422721409347875,-0.028359207286964498,2.7402399430807787,False
B_slot2ret_45b,1,all,4289,-0.0028206673010296598,-0.6568404922037983,-0.005247613590517727,-0.0004441190655457266,0.6568404922037983,True
B_slot2ret_45b,1,Asia,1430,-0.041311118031765806,-5.666079854202482,-0.04888876363006603,-0.033880407389665294,5.666079854202482,True
B_slot2ret_45b,1,Euro,1430,0.006619857874918605,0.8826910212290682,-0.008182080704972089,0.021094229349306878,0.8826910212290682,False
B_slot2ret_45b,1,US,1429,0.026249587102991797,3.5410034525956404,0.04138973079126365,0.01142398933622144,3.5410034525956404,True
B_slot2ret_45b,3,all,4287,0.002407642740781781,0.5534400477702828,-0.002476142987696776,0.0071944294917432134,0.5534400477702828,False
B_slot2ret_45b,6,all,4284,0.007841339450149814,1.8398086120703852,0.005812276902874856,0.009832861524764732,1.8398086120703852,True
B_slot2ret_45b,9,all,4281,0.011776476286581761,2.762759927233661,0.009391791091961468,0.014120293786806062,2.762759927233661,True
B_slot2ret_45b,21,all,4269,0.019322802798792126,4.569523963271201,0.011218112451332618,0.027333120878582112,4.569523963271201,True
B_slot2tilt_45b,1,all,4289,0.006869030968942171,1.698112322418044,0.005728562991469478,0.00798581594734413,1.698112322418044,True
B_slot2tilt_45b,1,Asia,1430,-0.03492774432045687,-5.079483798682296,-0.0399739570569187,-0.02997938058442505,5.079483798682296,True
B_slot2tilt_45b,1,Euro,1430,0.019749279061019948,2.8162815577517053,0.013454237268723976,0.02590501149138406,2.8162815577517053,True
B_slot2tilt_45b,1,US,1429,0.03580579366465204,5.11765448623844,0.04377005164810299,0.02800699810467998,5.11765448623844,True
B_slot2tilt_45b,3,all,4287,0.016168427268427786,3.9587094226702,0.010707618518728758,0.02152077653718592,3.9587094226702,True
B_slot2tilt_45b,6,all,4284,0.02122653679614129,5.269825420779064,0.01719787093822333,0.02518066674549463,5.269825420779064,True
