config,sharpe_1x,sharpe_2x,sharpe_3x,ret_1x,ret_2x,vol_1x,dd_1x,dd_2x,calmar_2x,turnover,gross_edge,cost_share,trades,long_gross,short_gross,top5,stage,cell,aw,vw,neut,power,cadence,phase,quantity,weekday,slot,F1,F2,F3,F4,worst,median_fold,npos
deskclosed|volume|a252|v504|N|p1.0|c21|ph4,0.5821072640735722,0.49038436438592387,0.49038436438592387,0.0637066645557316,0.05224556086637766,0.11808761462776639,0.13733343637443163,0.14098417145392295,0.37057749339934076,14.452694059732753,55.05639609896756,0.008177088812694125,7976,0.4349989653219438,-0.11998372022933503,0.02959870142283266,A2,deskclosed,252,504,True,1.0,21,4,volume,1,1,0.24616352409104145,1.681577729055435,0.26788480511617413,-0.12341214426267064,-0.12341214426267064,0.2570241646036078,3
deskclosed|volume|a315|v378|R|p1.0|c21|ph4,0.838539036004857,0.7629338984637222,0.7629338984637222,0.0945851950116543,0.08503778090577141,0.11579434794357016,0.18755588981146598,0.19007499085044377,0.4473906878821395,11.68829937622035,90.5461044708594,0.006444589741491262,6976,0.45249355426329174,-0.03351086497382133,0.02693304774431583,A2,deskclosed,315,378,False,1.0,21,4,volume,1,1,1.0727334400258532,0.7765982822220898,1.5110467385735458,-0.16379621060452232,-0.16379621060452232,0.9246658611239715,3
deskclosed|volume|a315|v189|N|p1.0|c21|ph4,0.6492499641084087,0.5598823410622547,0.5598823410622547,0.0723840326858296,0.061078203545091636,0.11846057327708792,0.1317784907478713,0.14004490760073462,0.436132984708194,14.115203466978345,61.7854206409405,0.007810524668027734,7115,0.4987484232086236,-0.15348693900057056,0.02594684648303081,A2,deskclosed,315,189,True,1.0,21,4,volume,1,1,0.300349178141541,0.1901512819451603,1.3448179050845228,0.5927466180661396,0.1901512819451603,0.4465478981038403,4
deskclosed|volume|a315|v252|N|p1.0|c21|ph4,0.7796587667669205,0.690650206558156,0.690650206558156,0.08819630191214878,0.07687956940639329,0.11723747577939621,0.10650816130953777,0.10931556676790155,0.7032810758747996,13.949836829605019,72.84413291873486,0.007696249123414179,7274,0.4856460273536056,-0.0833565355552377,0.02547983509094878,A2,deskclosed,315,252,True,1.0,21,4,volume,1,1,0.2919438832866612,0.5410174895893671,1.600522655757003,0.5971269757866349,0.2919438832866612,0.569072232688001,4
deskclosed|volume|a315|v378|N|p1.0|c21|ph4,0.6362858053254423,0.5491256656492031,0.5491256656492031,0.07065363821084336,0.05966333734536877,0.1183108500575346,0.11376587486737422,0.11723090925035018,0.5089386214514118,13.750527896234281,62.08720305929852,0.007654432580152202,7317,0.47558696963843894,-0.13760272949393546,0.02865381199713536,A2,deskclosed,315,378,True,1.0,21,4,volume,1,1,0.06765505500486735,0.6632921446505453,1.4108477103887331,0.3622670849788691,0.06765505500486735,0.5127796148147072,4
deskclosed|volume|a315|v504|N|p1.0|c21|ph4,0.5749094905434036,0.48879939889319723,0.48879939889319723,0.06292344719030574,0.052134912001816414,0.11834156281995178,0.1358953062829964,0.13897883698091085,0.37512842339425606,13.60833652162458,57.30078931156826,0.007564344924896737,7672,0.4340341675209751,-0.12533132572784184,0.027366515217510615,A2,deskclosed,315,504,True,1.0,21,4,volume,1,1,0.18188671515737373,0.7267944589921013,1.276220171504914,0.05523413341811449,0.05523413341811449,0.4543405870747375,4
deskclosed|volume|a378|v378|R|p1.0|c21|ph4,0.9139196277686259,0.8470094631283005,0.8470094631283005,0.10505732226277176,0.0964719759890953,0.11679291572528566,0.18999369108971365,0.19197041102217882,0.5025356536739907,10.402387578325493,109.9948772324478,0.005702031766875827,6857,0.44017764535919923,0.012803862298404606,0.024428010992142746,A2,deskclosed,378,378,False,1.0,21,4,volume,1,1,0.358467972772792,1.5165475004812536,1.7651860070970073,0.1308910782951997,0.1308910782951997,0.9375077366270228,4
deskclosed|volume|a378|v189|N|p1.0|c21|ph4,0.7800784457939728,0.7003746409731575,0.7003746409731575,0.08859590051661725,0.07842216894010234,0.11771818008221967,0.11208045768701524,0.11515115442255996,0.6810367584533584,12.529936398554332,80.57265796852687,0.006971634817828559,6211,0.4733615387175624,-0.07368234575243254,0.02641807378431594,A2,deskclosed,378,189,True,1.0,21,4,volume,1,1,-0.1431633775903452,0.7477705032448122,1.547946306949769,0.9786007554404127,-0.1431633775903452,0.8631856293426124,3
deskclosed|volume|a378|v252|N|p1.0|c21|ph4,0.7882480894010847,0.7114206977737082,0.7114206977737082,0.09061622999263097,0.08067565118419706,0.11904510027055028,0.1149774167404598,0.1179978368110195,0.6837044929340855,12.218809865197048,83.9904538763462,0.006787999423534153,6414,0.46489922105875153,-0.05861138726213577,0.02638872958018967,A2,deskclosed,378,252,True,1.0,21,4,volume,1,1,-0.1672663105684445,1.0059995631510668,1.5612544686319845,0.7940313012661772,-0.1672663105684445,0.900015432208622,3
deskclosed|volume|a378|v378|N|p1.0|c21|ph4,0.6023588580053145,0.5262752826295565,0.5262752826295565,0.06656136429092885,0.05697184437767233,0.11868301366892638,0.12256792687897022,0.12694358469990907,0.44879656197162,12.050646688059107,66.55007263423839,0.0067615354891531285,7011,0.42500533995883477,-0.10751254793447254,0.027931297052891005,A2,deskclosed,378,378,True,1.0,21,4,volume,1,1,-0.4675216994767574,1.0266454055787144,1.570259815479917,0.4478884511387911,-0.4675216994767574,0.7372669283587527,3
deskclosed|volume|a378|v504|N|p1.0|c21|ph4,0.43731540387699075,0.36167660960127107,0.36167660960127107,0.04625505579483047,0.03681247670823806,0.11982368652531872,0.16932327312211493,0.17190364227117305,0.21414599610500074,12.088404752629431,50.50353016323435,0.006811784134955175,7430,0.3614320999860675,-0.11973818771155548,0.02753846536214344,A2,deskclosed,378,504,True,1.0,21,4,volume,1,1,-0.43715156953928347,1.1159930575287766,1.1681756959371623,-0.013027658988196586,-0.43715156953928347,0.55148269927029,2
weekend|volume|a126|v378|R|p1.0|c21|ph4,1.0023028671559444,0.8912780218000954,0.8912780218000954,0.11644323872484019,0.10207717987408516,0.11670515486650486,0.19315307866624354,0.19516693929573903,0.5230249561858746,17.242674580695283,75.42259020566829,0.009373687310343813,6494,0.5173670297668407,-0.002516626045747705,0.02602644815698478,A2,weekend,126,378,False,1.0,21,4,volume,1,1,1.4259106771890242,1.08243539708455,1.2406884810617014,-0.11146605081662077,-0.11146605081662077,1.1615619390731258,3
weekend|volume|a126|v189|N|p1.0|c21|ph4,0.4034560260295771,0.27590423525138585,0.27590423525138585,0.041591779061114886,0.025989851808708053,0.11839519546469345,0.20601515906593815,0.2181015612749504,0.11916398789985674,20.08428683552316,31.18134567080664,0.011295443625331705,6614,0.3572452618400623,-0.10931687674834624,0.029559373779311157,A2,weekend,126,189,True,1.0,21,4,volume,1,1,0.1170851520471676,0.4369549871532235,0.5659915245096456,0.07785452087584022,0.07785452087584022,0.27702006960019554,4
weekend|volume|a126|v252|N|p1.0|c21|ph4,0.5191043904003162,0.39190026604967915,0.39190026604967915,0.05563415080917222,0.03996268865826669,0.11764464710552792,0.175474128894212,0.18806229484038173,0.21249708077945717,19.912164749438386,38.10342424136912,0.011158379037181462,6612,0.37715325861476656,-0.07678262843334878,0.02930669774664699,A2,weekend,126,252,True,1.0,21,4,volume,1,1,0.15891547684377103,0.7033736864923206,0.6696593897591645,0.1537738079503876,0.1537738079503876,0.4142874333014678,4
weekend|volume|a126|v378|N|p1.0|c21|ph4,0.3610302298532339,0.2358573708470294,0.2358573708470294,0.03618295492026791,0.021040138142674802,0.11768046937509428,0.16834829134897777,0.17136654359607773,0.12277856401345061,19.567932106250023,29.166400550440564,0.011069513562934553,6713,0.36191159495523384,-0.13596658656740848,0.031393822552931584,A2,weekend,126,378,True,1.0,21,4,volume,1,1,-0.39646295739922804,0.8429462961767453,0.8088159745477924,-0.042369236542062094,-0.39646295739922804,0.38322336900286513,2
weekend|volume|a126|v504|N|p1.0|c21|ph4,0.3019923250200734,0.17720429333980955,0.17720429333980955,0.02898522879596932,0.014004425175290214,0.11754612212458568,0.17792176098883528,0.1799529511477631,0.07782270357873092,19.493607232973584,25.663279854373847,0.011077158641040665,6715,0.3693020231352028,-0.1712499677083359,0.03136651101941946,A2,weekend,126,504,True,1.0,21,4,volume,1,1,-0.41806887379846114,0.8187602377837205,0.7557774682215805,-0.17207939034041117,-0.41806887379846114,0.29184903894058467,2
weekend|volume|a189|v378|R|p1.0|c21|ph4,0.96970897271182,0.8778968822620878,0.8778968822620878,0.11433661946405249,0.10226291626146033,0.11895831366689316,0.21450489129563766,0.21707665964057354,0.47109125610640495,14.530239061207428,86.790061167586,0.007977754768721342,5758,0.5259671525679823,-0.02671753973971963,0.02480637394665467,A2,weekend,189,378,False,1.0,21,4,volume,1,1,0.5895124261874918,2.6667218746241534,1.1126891287565621,-0.6339776772204362,-0.6339776772204362,0.851100777472027,3
weekend|volume|a189|v189|N|p1.0|c21|ph4,0.7625732044879365,0.6540507232616526,0.6540507232616526,0.08785829985540983,0.07383042313996113,0.11986439179826784,0.14746822547339078,0.15062357316709118,0.49016512878803414,17.30700539662423,60.132243334770116,0.009735217490844088,5995,0.4777721413339548,-0.06576540391911846,0.028177593949191632,A2,weekend,189,189,True,1.0,21,4,volume,1,1,-0.17137326211766218,2.226664005600333,1.2223258304123585,-0.23652672331587146,-0.23652672331587146,0.5254762841473481,2
weekend|volume|a189|v252|N|p1.0|c21|ph4,0.5923945575153404,0.48441787551017185,0.48441787551017185,0.06602670636460783,0.05230725110831247,0.12013388862514035,0.1555941455584422,0.1586795949483527,0.3296406896257677,17.250145756388203,48.58726135909582,0.009777730379070777,5935,0.4492761186723465,-0.11746558256192186,0.029097036490163986,A2,weekend,189,252,True,1.0,21,4,volume,1,1,-0.26029675858654555,2.369978319072798,0.8131544645502954,-0.5964913134169865,-0.5964913134169865,0.2764288529818749,2
weekend|volume|a189|v378|N|p1.0|c21|ph4,0.6047085186220601,0.4992179333013014,0.4992179333013014,0.06749185231269306,0.054099445970861026,0.11992824208304521,0.16075981643925563,0.16375549640283693,0.3303672069594349,16.809172353795685,50.52134137213732,0.009507064746531122,6114,0.4342163860851997,-0.09801756537369258,0.029260156869563177,A2,weekend,189,378,True,1.0,21,4,volume,1,1,-0.565132848618701,2.6516027279259484,0.7557515998938722,-0.4017259948908137,-0.565132848618701,0.17701280250152926,2
weekend|volume|a189|v504|N|p1.0|c21|ph4,0.404493742820311,0.2991050345368209,0.2991050345368209,0.04240179158129975,0.029235303398549295,0.12073376929989356,0.17910332758823677,0.18190095729585454,0.16072099802641093,16.921709702262465,36.18216677095568,0.00967044215921713,6375,0.36069925749436815,-0.1183097624236541,0.03097972115707983,A2,weekend,189,504,True,1.0,21,4,volume,1,1,-0.7326357752828766,2.5001423967910803,0.7973152945589624,-0.8624018840807866,-0.8624018840807866,0.03233975963804292,2
weekend|volume|a252|v378|R|p1.0|c21|ph4,0.9841582394673709,0.9026071799868048,0.9026071799868048,0.11676976143003048,0.10593877803640472,0.1194897429256288,0.21797649561712285,0.22047531590181357,0.4805017632159034,13.001066052392884,97.88354067376972,0.007128726094962762,6093,0.5805382764438182,-0.07673194881728373,0.027045734219764254,A2,weekend,252,378,False,1.0,21,4,volume,1,1,0.9210381304986052,2.4100928105616193,1.059676877504691,-0.61439108153406,-0.61439108153406,0.9903575040016481,3
weekend|volume|a252|v189|N|p1.0|c21|ph4,0.7016666540648103,0.6009013649149202,0.6009013649149202,0.07973435868701628,0.06681074716795132,0.11951042993349653,0.12396788839613104,0.12690802645765553,0.5264501311132088,16.038101190244348,59.62146726609696,0.008985917015484115,6434,0.4801218523742603,-0.1015654535236003,0.027684057125789353,A2,weekend,252,189,True,1.0,21,4,volume,1,1,-0.04458278289156533,1.762321482305488,1.0633393355782585,-0.04383398269965758,-0.04458278289156533,0.5097526764393004,2
weekend|volume|a252|v252|N|p1.0|c21|ph4,0.5742521783264083,0.47774161644612123,0.47774161644612123,0.0636615561924807,0.05141354689358124,0.12001331251661683,0.14580916825665147,0.14869997698196757,0.3457535632289709,15.420077486596897,52.010658911818645,0.008719852999030246,6292,0.47600360643812734,-0.1584961751111131,0.02787113697079101,A2,weekend,252,252,True,1.0,21,4,volume,1,1,-0.12719544948990108,1.8270524326622861,1.0232843206830142,-0.40069753547164694,-0.40069753547164694,0.4480444355965566,2
weekend|volume|a252|v378|N|p1.0|c21|ph4,0.538174757598667,0.4418099058773579,0.4418099058773579,0.05882088844558764,0.046705334341821114,0.11947129118595186,0.15446104839425334,0.1576125624733098,0.2963300235013324,15.326969558991875,49.38408057039403,0.008698929553766114,6492,0.43682166180156445,-0.13716892401422767,0.028414937798769514,A2,weekend,252,378,True,1.0,21,4,volume,1,1,-0.3701735726391667,2.2332415556512406,0.7152159300022518,-0.3480091971057604,-0.3701735726391667,0.1836033664482457,2
weekend|volume|a252|v504|N|p1.0|c21|ph4,0.3154026137940606,0.22197342161286623,0.22197342161286623,0.03132433473492058,0.019728615307500474,0.12103155510416384,0.20537006821282888,0.20818161374629252,0.09476636746385976,15.063772298962038,32.70434326935297,0.008639391228682944,7113,0.35599155139779165,-0.16095583156652501,0.028589346844125032,A2,weekend,252,504,True,1.0,21,4,volume,1,1,-0.3718875771955549,2.0432322792266184,0.5450646946215211,-0.8575121071057253,-0.8575121071057253,0.0865885587129831,2
weekend|volume|a315|v378|R|p1.0|c21|ph4,0.9249941931552232,0.8506368545259789,0.8506368545259789,0.10787792318494938,0.09816177834148254,0.11834046868239194,0.20489508764739484,0.20764687891048916,0.4727341863096212,11.766113052577337,100.50826386683931,0.006463437377393474,5894,0.5072039926285623,-0.03902731993880776,0.027492756714403602,A2,weekend,315,378,False,1.0,21,4,volume,1,1,1.3797764856398718,0.6014292185878582,1.623283063275416,-0.14000544889739033,-0.14000544889739033,0.990602852113865,3
weekend|volume|a315|v189|N|p1.0|c21|ph4,0.6972309140658531,0.6057211252026592,0.6057211252026592,0.07966497603973122,0.06784084100487209,0.12032089460318775,0.14532497408918776,0.15124298111004564,0.44855530158791657,14.678401425896745,64.34762533703812,0.008164822048028013,6476,0.43303881661532373,-0.059112296588512414,0.027568150340743586,A2,weekend,315,189,True,1.0,21,4,volume,1,1,0.4507006196458035,-0.13725996961149087,1.7407803886492357,0.5830292041684602,-0.13725996961149087,0.5168649119071318,3
weekend|volume|a315|v252|N|p1.0|c21|ph4,0.6977376966222082,0.6071744549230267,0.6071744549230267,0.07965336694712688,0.0679562584287956,0.12019857722628624,0.11351300823552013,0.11748887454871815,0.5784059017487374,14.527921976977566,64.95924852910989,0.00811841691552155,6675,0.4183931237009595,-0.044782279239662465,0.02832783502959,A2,weekend,315,252,True,1.0,21,4,volume,1,1,0.6624880118673034,0.13755630577436515,1.6262658439075186,0.2426861559353538,0.13755630577436515,0.4525870839013286,4
weekend|volume|a315|v378|N|p1.0|c21|ph4,0.4926102067355388,0.40556667490681575,0.40556667490681575,0.05380542727024795,0.04273058104599925,0.12133463510782398,0.1308302643698579,0.1385870908351141,0.30833016833320026,14.05716240754391,49.760822151356045,0.007924450473597128,6493,0.3929784081931509,-0.11605466571274484,0.029800148598079036,A2,weekend,315,378,True,1.0,21,4,volume,1,1,0.21492276570931193,0.17214325077898637,1.3427117295170734,0.1410667870962261,0.1410667870962261,0.19353300824414915,4
weekend|volume|a315|v504|N|p1.0|c21|ph4,0.4880404808679724,0.40164157206914386,0.40164157206914386,0.05302716353235204,0.042084293010077545,0.12083188229480382,0.16525800751664754,0.16770437560807228,0.2509433212907288,13.92476314650496,49.647364826177245,0.00786238982470758,7031,0.35163535194296786,-0.07794530665637506,0.02990188147579611,A2,weekend,315,504,True,1.0,21,4,volume,1,1,0.47737649913308716,0.28565002011824236,1.2704483889614913,-0.19764988088744434,-0.19764988088744434,0.38151325962566474,3
weekend|volume|a378|v378|R|p1.0|c21|ph4,0.7220343181281308,0.6564571655811345,0.6564571655811345,0.08387779448966448,0.07526622599924004,0.12185981236499456,0.21507919292324706,0.21694019745490456,0.34694458142035045,10.63694239200537,89.86472495028623,0.0059229236643907925,5896,0.5088527606721741,-0.1304266979532493,0.02752988530136211,A2,weekend,378,378,False,1.0,21,4,volume,1,1,0.12259268951449917,0.912170603159249,2.0618424829166884,-0.08987045347498514,-0.08987045347498514,0.5173816463368741,3
weekend|volume|a378|v189|N|p1.0|c21|ph4,0.6398291066810505,0.5582616793049603,0.5582616793049603,0.07320081978644621,0.06256978678157199,0.12207674577077234,0.1679337201432456,0.1735649216145414,0.36049788286442463,13.267549298029138,65.92915305829331,0.0074935579777670345,6317,0.4858251504683536,-0.1395325678090329,0.029192344397995937,A2,weekend,378,189,True,1.0,21,4,volume,1,1,-0.2768102671143863,0.0197389443766527,2.020232629960302,0.825908475522424,-0.2768102671143863,0.42282370994953833,3
weekend|volume|a378|v252|N|p1.0|c21|ph4,0.6097871083653112,0.5295117475731598,0.5295117475731598,0.06901719397140971,0.05863037827601958,0.12157511231820847,0.15544743466884614,0.16111503264507232,0.36390383512616803,12.998337614082489,64.1328247551048,0.007367230498999566,6373,0.43816933908332006,-0.10814713182021907,0.028405724588527984,A2,weekend,378,252,True,1.0,21,4,volume,1,1,-0.16760446959420908,0.11411016741267997,1.8869228771320947,0.6014315154347398,-0.16760446959420908,0.3577708414237099,3
weekend|volume|a378|v378|N|p1.0|c21|ph4,0.5018228789824524,0.4229474181797458,0.4229474181797458,0.05521281362616204,0.04511272036191327,0.12191903691172741,0.1853445706887974,0.1916774719185932,0.2353574466021389,12.820347825434279,54.81476245873672,0.007298717695224178,6294,0.39470616025464983,-0.11649642233782345,0.029854230053476156,A2,weekend,378,378,True,1.0,21,4,volume,1,1,-0.4858562456592366,0.2032908872544106,1.9015579989576366,0.5205803982824698,-0.4858562456592366,0.3619356427684402,3
weekend|volume|a378|v504|N|p1.0|c21|ph4,0.2720008742947652,0.19381224733722147,0.19381224733722147,0.026239535810570924,0.01640594082847513,0.12312415955077355,0.1870332498616455,0.19340279136930782,0.0848278388968417,12.806960950350467,33.22303313224269,0.007361330913323608,6813,0.343228929210976,-0.1747830669845316,0.029679483418851235,A2,weekend,378,504,True,1.0,21,4,volume,1,1,-0.48264061777254696,0.3343360266422766,1.3023403551694486,-0.006329802253601338,-0.48264061777254696,0.1640031121943376,2
asia|volume|a126|v378|R|p1.0|c21|ph4,0.16122579298107634,0.0645277189171628,0.0645277189171628,0.01214637308174571,0.0006090288767615082,0.11853503961600136,0.17780993824029623,0.19301531086964585,0.0031553397189967992,15.280529904435204,19.879554135541316,0.008673808766256353,6918,0.37553556067404015,-0.25527588245419264,0.026110901718338013,A2,asia,126,378,False,1.0,21,4,volume,1,1,-0.08773683308653776,0.20755822117610723,0.7421026701881672,-0.468490611251926,-0.468490611251926,0.05991069404478473,2
asia|volume|a126|v189|N|p1.0|c21|ph4,0.09429632280996128,-0.011465982296470438,-0.011465982296470438,0.004115331332180672,-0.00854887838801377,0.11999987887978379,0.1904498956374412,0.19562690294714125,-0.04369991171574031,16.90621287888353,13.970997025520115,0.009650478964584496,7695,0.3515804040362013,-0.25807241526246594,0.026378825935453352,A2,asia,126,189,True,1.0,21,4,volume,1,1,-0.6335825932404432,-0.03436799173000264,0.42685532890087596,0.3663361380359141,-0.6335825932404432,0.1659840731529557,2
asia|volume|a126|v252|N|p1.0|c21|ph4,0.20677664658710837,0.10161991688616766,0.10161991688616766,0.017727003153738874,0.005005827757994075,0.11961494830139154,0.1818231893927793,0.18618485168274346,0.026886332119671796,16.75905497177397,22.049609960390374,0.009558681455338421,7779,0.4015636833394036,-0.255270052175087,0.026204110441211438,A2,asia,126,252,True,1.0,21,4,volume,1,1,-0.43296446613309114,0.09396011542109431,0.6606199314174718,0.2710877269334,-0.43296446613309114,0.18252392117724714,3
asia|volume|a126|v378|N|p1.0|c21|ph4,0.07963461746656925,-0.02415699235671908,-0.02415699235671908,0.0023742456324524763,-0.009981131130814003,0.11945497983696433,0.1837229667020327,0.18742976897151875,-0.05325264596751813,16.52931571422107,13.08976599281444,0.009490801434927665,7476,0.3995301969875526,-0.3138734178173804,0.025330494951751232,A2,asia,126,378,True,1.0,21,4,volume,1,1,-0.8588076884437048,0.26191764754532765,0.5866779348968995,0.1671533681878914,-0.8588076884437048,0.21453550786660952,3
