symbol,feature,n_obs,mean,std,min,p25,p50,p75,max
LDOUSDT,max_dd_window_50,2719,-0.2617690494254685,0.09550378352586494,-0.49237194732873135,-0.3222092926606267,-0.24518698827174157,-0.18359953894286174,-0.09053859176123902
LDOUSDT,ema_spread_atr_20,2741,-0.23709407328210227,1.2902894744136333,-3.470040823758413,-1.2278562982592074,-0.24296181671221553,0.7085945397249284,3.3175472748990606
LDOUSDT,ret_kurt_50,2716,2.0537042651051007,2.7205974526550687,-0.7471698815889435,0.39547729387111213,1.0749354257214883,2.460246184737884,14.965165475877749
LDOUSDT,ret_skew_200,2641,0.22156254011397378,0.60995825765713,-1.5342975362655384,-0.20547517293976414,0.2519390343270363,0.6368375031015008,2.1843109206085307
LDOUSDT,range_realized_vol_50,2717,0.036253438641613366,0.011807850232633496,0.015307534047061996,0.027909931235530018,0.033404654495781144,0.044255986534441356,0.07648711590183478
LDOUSDT,hurst_diff_100_50,2642,-0.013491593614116476,0.09205918151982644,-0.26803430616422197,-0.07734973931207534,-0.02390847456164258,0.034555948407317544,0.4224021041591155
LDOUSDT,ret_kurt_200,2641,3.748427753130767,2.851303463549054,0.3579403367611213,1.5867957374139203,3.1560703577770632,5.221274833906214,18.318660094934998
LDOUSDT,hurst_100,2642,1.0011981534817547,0.046470770232871134,0.7104452782392006,0.9779503015645575,1.006873624341626,1.0341326852614903,1.1024146011977793
LDOUSDT,btc_ret_14d,2741,0.021707092380917885,0.0961303746462654,-0.2663126414969259,-0.03574930001515497,0.010014115243640376,0.06890456225842811,0.34892444411274504
LDOUSDT,ret_skew_50,2716,0.1352692189431777,0.8583396080330354,-2.8344514491636947,-0.22949190500111533,0.1765049632360349,0.5426480414551589,2.7895068526736173
LDOUSDT,vwap_dev_20,2732,-0.11289225035774582,1.2928378572060164,-4.52560730976505,-1.0500680109733747,-0.16931493705200867,0.8127206199364286,4.344372264100493
LDOUSDT,ret_autocorr_lag1_50,2715,-0.01987142432563009,0.13950172001818092,-0.4096709107076479,-0.11777397994612378,-0.030430269805330395,0.07751891269248805,0.411970587857029
LDOUSDT,sym_vs_btc_ret_7d,2720,-0.015435618545652192,0.12229535173538657,-0.3546852946269675,-0.0924600355423816,-0.02529303914274894,0.05585868345721337,0.5709262643698676
LDOUSDT,regime_momentum_signed_5d,2642,-0.0022727651754673238,0.12624913763834678,-0.6397418324147075,-0.07557848769412498,-0.0037939560278826,0.07627879610577236,0.49467593335020554
TRXUSDT,max_dd_window_50,5647,-0.16893831697600323,0.11977581724760089,-0.6175596179391486,-0.23447772096420738,-0.13323256316130427,-0.08232931726907644,-0.019157994323557248
TRXUSDT,ema_spread_atr_20,5669,0.29421621725622077,1.4214964116102564,-3.7568438250952094,-0.6461579670461851,0.2913240569086838,1.199948592713785,4.751148578574399
TRXUSDT,ret_kurt_50,5644,3.1276360974907718,4.471269145883728,-0.8475168052387703,0.7093731569613373,1.7249113630443804,3.749534414560539,37.30281343343632
TRXUSDT,ret_skew_200,5569,-0.1436878910339403,1.790291458669987,-4.400657314205387,-0.9173242582699442,-0.45525763210215303,0.16352430027998852,10.505626049421657
TRXUSDT,range_realized_vol_50,5645,0.023536558228661065,0.016056464242572593,0.004953646519041175,0.01182939999873613,0.018969534560852416,0.028648869197591402,0.08917619123102033
TRXUSDT,hurst_diff_100_50,5570,-0.004232777656917663,0.0994312775052318,-0.35221647624253705,-0.06908879899528297,-0.011743278545817692,0.050889049426220634,0.4676984986488215
TRXUSDT,ret_kurt_200,5569,10.101592333960788,16.940582742570463,0.45034373770763814,2.9715337784866502,5.8130799906001975,9.615826452043292,132.5617719567331
TRXUSDT,hurst_100,5570,0.9967120360198412,0.05626668393335492,0.7075723604000164,0.9730022800656365,1.0079225747616436,1.034708131351154,1.104636113979395
TRXUSDT,btc_ret_14d,5669,0.017540106498865577,0.12817102468476113,-0.616704406242107,-0.048290714855259154,0.011763652145944548,0.08410144200341207,0.5311867322037731
TRXUSDT,ret_skew_50,5644,-0.25816978299385707,1.0607725912866695,-4.838950865513392,-0.8006324928725603,-0.3382630818068758,0.19203181826404103,5.742859104391502
TRXUSDT,vwap_dev_20,5660,0.14866452592353302,1.3468324309300517,-5.422817006121377,-0.7487786206873568,0.17174063893559943,1.016908194414623,5.856005955862204
TRXUSDT,ret_autocorr_lag1_50,5643,-0.020064290461107855,0.14432884029426327,-0.6602297947870925,-0.11109130984036937,-0.01914591017893126,0.07418174953489824,0.6088013103145817
TRXUSDT,sym_vs_btc_ret_7d,5648,0.0013197578097300913,0.09459965877200435,-0.4830069948773318,-0.04848359716669004,0.00016224956746158092,0.04337024896948716,0.7599155143457667
TRXUSDT,regime_momentum_signed_5d,5570,0.006119875002505494,0.09368980623219623,-0.7097352386438445,-0.03007747987341991,0.007729697803385505,0.041545577617904395,0.7564023152259308
