window,pair,half_life,n_trades,gross_pnl,net_pnl
14,BCHUSDT-VETUSDT,41.66,0,0.0,0.0
14,BCHUSDT-AAVEUSDT,50.45,0,0.0,0.0
14,AAVEUSDT-ICPUSDT,25.72,0,0.0,0.0
14,AAVEUSDT-VETUSDT,53.72,0,0.0,0.0
14,ALGOUSDT-HBARUSDT,39.43,1,0.17716,0.17516
14,TRXUSDT-GRTUSDT,66.82,0,0.0,0.0
14,FILUSDT-BCHUSDT,61.48,0,0.0,0.0
14,EOSUSDT-ICPUSDT,20.99,0,0.0,0.0
14,EOSUSDT-VETUSDT,49.36,0,0.0,0.0
14,ICPUSDT-GRTUSDT,51.84,0,0.0,0.0
14,EOSUSDT-AAVEUSDT,34.93,0,0.0,0.0
14,FILUSDT-EOSUSDT,33.93,0,0.0,0.0
14,TRXUSDT-VETUSDT,65.69,0,0.0,0.0
14,ICPUSDT-VETUSDT,48.89,0,0.0,0.0
14,ADAUSDT-ICPUSDT,42.84,0,0.0,0.0
14,BCHUSDT-THETAUSDT,58.98,0,0.0,0.0
14,AAVEUSDT-THETAUSDT,43.2,0,0.0,0.0
14,FILUSDT-ICPUSDT,40.82,0,0.0,0.0
14,FILUSDT-VETUSDT,52.67,0,0.0,0.0
14,EOSUSDT-THETAUSDT,45.18,0,0.0,0.0
14,FILUSDT-AAVEUSDT,36.34,0,0.0,0.0
14,BCHUSDT-RUNEUSDT,69.49,0,0.0,0.0
14,TRXUSDT-THETAUSDT,73.89,0,0.0,0.0
14,ICPUSDT-THETAUSDT,31.28,0,0.0,0.0
14,TRXUSDT-HBARUSDT,64.43,0,0.0,0.0
14,ICPUSDT-HBARUSDT,68.16,0,0.0,0.0
14,CRVUSDT-HBARUSDT,59.78,0,0.0,0.0
15,GRTUSDT-VETUSDT,48.44,1,0.14988,0.14788
15,FILUSDT-THETAUSDT,18.69,0,0.0,0.0
15,ICPUSDT-ALGOUSDT,82.84,0,0.0,0.0
15,RUNEUSDT-GRTUSDT,63.47,1,0.14001,0.13801
15,AAVEUSDT-GRTUSDT,60.32,0,0.0,0.0
15,BCHUSDT-VETUSDT,40.86,0,0.0,0.0
15,BCHUSDT-AAVEUSDT,42.21,0,0.0,0.0
15,AAVEUSDT-ICPUSDT,25.43,0,0.0,0.0
15,AAVEUSDT-VETUSDT,44.45,0,0.0,0.0
15,ALGOUSDT-HBARUSDT,41.71,1,0.01138,0.00938
15,FILUSDT-BCHUSDT,51.78,0,0.0,0.0
15,GRTUSDT-THETAUSDT,56.41,1,0.01288,0.01088
15,EOSUSDT-ICPUSDT,20.8,0,0.0,0.0
15,EOSUSDT-VETUSDT,53.27,0,0.0,0.0
15,ICPUSDT-GRTUSDT,54.03,0,0.0,0.0
15,EOSUSDT-AAVEUSDT,27.54,0,0.0,0.0
15,FILUSDT-EOSUSDT,30.61,0,0.0,0.0
15,ICPUSDT-VETUSDT,47.99,0,0.0,0.0
15,ADAUSDT-ICPUSDT,43.74,0,0.0,0.0
15,BCHUSDT-THETAUSDT,43.1,0,0.0,0.0
15,AAVEUSDT-THETAUSDT,41.56,0,0.0,0.0
15,FILUSDT-ICPUSDT,40.41,0,0.0,0.0
15,FILUSDT-VETUSDT,44.05,0,0.0,0.0
15,EOSUSDT-THETAUSDT,34.26,0,0.0,0.0
15,FILUSDT-AAVEUSDT,31.9,0,0.0,0.0
15,THETAUSDT-VETUSDT,39.5,0,0.0,0.0
15,ICPUSDT-THETAUSDT,31.14,0,0.0,0.0
15,BCHUSDT-EOSUSDT,53.84,0,0.0,0.0
15,ICPUSDT-HBARUSDT,65.95,0,0.0,0.0
15,CRVUSDT-HBARUSDT,60.6,0,0.0,0.0
16,GRTUSDT-VETUSDT,51.1,1,0.02214,0.02014
16,FILUSDT-THETAUSDT,22.2,0,0.0,0.0
16,ICPUSDT-ALGOUSDT,82.83,0,0.0,0.0
16,BCHUSDT-VETUSDT,41.35,0,0.0,0.0
16,AAVEUSDT-GRTUSDT,62.23,0,0.0,0.0
16,BCHUSDT-AAVEUSDT,42.09,0,0.0,0.0
16,AAVEUSDT-ICPUSDT,25.48,0,0.0,0.0
16,AAVEUSDT-VETUSDT,41.44,0,0.0,0.0
16,FILUSDT-BCHUSDT,39.14,0,0.0,0.0
16,EOSUSDT-ICPUSDT,21.81,0,0.0,0.0
16,EOSUSDT-VETUSDT,49.67,0,0.0,0.0
16,ICPUSDT-GRTUSDT,59.0,0,0.0,0.0
16,EOSUSDT-AAVEUSDT,29.15,0,0.0,0.0
16,FILUSDT-EOSUSDT,29.57,0,0.0,0.0
16,ICPUSDT-VETUSDT,48.22,0,0.0,0.0
16,ADAUSDT-ICPUSDT,42.97,0,0.0,0.0
16,BCHUSDT-THETAUSDT,47.25,0,0.0,0.0
16,AAVEUSDT-THETAUSDT,42.87,0,0.0,0.0
16,FILUSDT-ICPUSDT,40.85,0,0.0,0.0
16,FILUSDT-VETUSDT,35.45,0,0.0,0.0
16,EOSUSDT-THETAUSDT,44.62,0,0.0,0.0
16,FILUSDT-AAVEUSDT,25.72,0,0.0,0.0
16,ICPUSDT-THETAUSDT,31.08,0,0.0,0.0
16,ICPUSDT-HBARUSDT,65.76,0,0.0,0.0
16,CRVUSDT-HBARUSDT,65.88,0,0.0,0.0
16,ADAUSDT-THETAUSDT,73.45,0,0.0,0.0
17,ADAUSDT-FILUSDT,58.86,0,0.0,0.0
17,FILUSDT-THETAUSDT,24.43,0,0.0,0.0
17,ICPUSDT-ALGOUSDT,100.09,0,0.0,0.0
17,BCHUSDT-AAVEUSDT,48.63,0,0.0,0.0
17,AAVEUSDT-ICPUSDT,31.89,0,0.0,0.0
17,AAVEUSDT-VETUSDT,48.53,0,0.0,0.0
17,FILUSDT-AXSUSDT,212.17,0,0.0,0.0
17,EOSUSDT-ICPUSDT,26.94,1,-0.05076,-0.05276
17,EOSUSDT-VETUSDT,54.97,0,0.0,0.0
17,ICPUSDT-GRTUSDT,60.42,0,0.0,0.0
17,EOSUSDT-AAVEUSDT,32.78,0,0.0,0.0
17,FILUSDT-EOSUSDT,29.8,1,-0.08146,-0.08346
17,ICPUSDT-VETUSDT,43.37,0,0.0,0.0
17,ADAUSDT-ICPUSDT,45.35,0,0.0,0.0
17,BCHUSDT-THETAUSDT,45.43,1,-0.00472,-0.00672
17,ADAUSDT-AAVEUSDT,62.87,0,0.0,0.0
17,AAVEUSDT-THETAUSDT,45.69,0,0.0,0.0
17,FILUSDT-ICPUSDT,32.69,0,0.0,0.0
17,EOSUSDT-THETAUSDT,40.88,0,0.0,0.0
17,FILUSDT-AAVEUSDT,30.55,0,0.0,0.0
17,ICPUSDT-THETAUSDT,25.32,0,0.0,0.0
17,ICPUSDT-HBARUSDT,88.54,0,0.0,0.0
17,CRVUSDT-HBARUSDT,62.61,0,0.0,0.0
18,EOSUSDT-AXSUSDT,77.11,0,0.0,0.0
18,ADAUSDT-FILUSDT,52.21,0,0.0,0.0
18,AXSUSDT-GRTUSDT,78.12,0,0.0,0.0
18,AXSUSDT-ICPUSDT,78.02,0,0.0,0.0
18,AXSUSDT-VETUSDT,63.67,0,0.0,0.0
18,FILUSDT-THETAUSDT,27.76,1,0.11164,0.10964
18,ADAUSDT-AXSUSDT,70.58,0,0.0,0.0
18,BCHUSDT-ICPUSDT,40.43,1,-0.6936,-0.6956
18,BCHUSDT-AAVEUSDT,48.84,1,-0.31561,-0.31761
18,AAVEUSDT-ICPUSDT,30.51,0,0.0,0.0
18,AAVEUSDT-VETUSDT,51.08,0,0.0,0.0
18,FILUSDT-AXSUSDT,80.56,0,0.0,0.0
18,EOSUSDT-ICPUSDT,32.13,1,0.10274,0.10074
18,EOSUSDT-VETUSDT,52.41,1,0.04471,0.04271
18,AXSUSDT-THETAUSDT,63.32,0,0.0,0.0
18,EOSUSDT-AAVEUSDT,30.78,1,-0.00879,-0.01079
18,FILUSDT-EOSUSDT,32.36,1,0.04674,0.04474
18,ICPUSDT-VETUSDT,48.76,0,0.0,0.0
18,ADAUSDT-ICPUSDT,39.05,0,0.0,0.0
18,BCHUSDT-THETAUSDT,49.34,1,-0.74183,-0.74383
18,AXSUSDT-HBARUSDT,48.03,0,0.0,0.0
18,ADAUSDT-AAVEUSDT,62.67,1,0.17435,0.17235
18,GALAUSDT-SANDUSDT,67.02,0,0.0,0.0
18,AAVEUSDT-THETAUSDT,38.58,1,0.04381,0.04181
18,GALAUSDT-MANAUSDT,63.93,0,0.0,0.0
18,AXSUSDT-RUNEUSDT,55.57,0,0.0,0.0
18,FILUSDT-ICPUSDT,29.46,0,0.0,0.0
18,BCHUSDT-AXSUSDT,76.0,1,-0.18067,-0.18267
18,EOSUSDT-THETAUSDT,40.23,0,0.0,0.0
18,FILUSDT-AAVEUSDT,28.83,0,0.0,0.0
18,AXSUSDT-ALGOUSDT,50.49,0,0.0,0.0
18,ICPUSDT-THETAUSDT,26.49,0,0.0,0.0
18,SANDUSDT-MANAUSDT,62.05,0,0.0,0.0
18,CRVUSDT-HBARUSDT,69.81,0,0.0,0.0
18,AAVEUSDT-AXSUSDT,92.52,0,0.0,0.0
19,ATOMUSDT-THETAUSDT,99.64,0,0.0,0.0
19,ADAUSDT-FILUSDT,41.17,0,0.0,0.0
19,CRVUSDT-AXSUSDT,57.28,0,0.0,0.0
19,FILUSDT-THETAUSDT,30.62,0,0.0,0.0
19,THETAUSDT-HBARUSDT,65.0,0,0.0,0.0
19,AAVEUSDT-ICPUSDT,32.26,1,0.23594,0.23394
19,AAVEUSDT-VETUSDT,38.19,1,0.20673,0.20473
19,EOSUSDT-ICPUSDT,38.67,0,0.0,0.0
19,EOSUSDT-VETUSDT,51.42,0,0.0,0.0
19,AXSUSDT-THETAUSDT,80.21,0,0.0,0.0
19,EOSUSDT-AAVEUSDT,40.54,1,0.09409,0.09209
19,FILUSDT-EOSUSDT,42.78,1,0.03499,0.03299
19,ICPUSDT-VETUSDT,43.93,0,0.0,0.0
19,ADAUSDT-ICPUSDT,32.75,0,0.0,0.0
19,ADAUSDT-AAVEUSDT,52.94,0,0.0,0.0
19,GALAUSDT-SANDUSDT,67.19,0,0.0,0.0
19,AAVEUSDT-THETAUSDT,45.79,1,0.16742,0.16542
19,GALAUSDT-MANAUSDT,64.03,0,0.0,0.0
19,FILUSDT-ICPUSDT,32.17,0,0.0,0.0
19,AVAXUSDT-GALAUSDT,84.37,0,0.0,0.0
19,FILUSDT-VETUSDT,29.56,0,0.0,0.0
19,AVAXUSDT-HBARUSDT,98.64,0,0.0,0.0
19,EOSUSDT-THETAUSDT,43.88,0,0.0,0.0
19,FILUSDT-AAVEUSDT,30.65,1,0.31278,0.31078
19,THETAUSDT-VETUSDT,29.42,0,0.0,0.0
19,ICPUSDT-THETAUSDT,29.68,0,0.0,0.0
19,CRVUSDT-HBARUSDT,67.16,0,0.0,0.0
19,ADAUSDT-THETAUSDT,48.54,0,0.0,0.0
20,ATOMUSDT-THETAUSDT,82.79,0,0.0,0.0
20,ADAUSDT-FILUSDT,38.65,0,0.0,0.0
20,FTMUSDT-GRTUSDT,66.11,0,0.0,0.0
20,CRVUSDT-AXSUSDT,57.74,0,0.0,0.0
20,FTMUSDT-ICPUSDT,86.45,0,0.0,0.0
20,AAVEUSDT-ATOMUSDT,71.32,0,0.0,0.0
20,FTMUSDT-VETUSDT,105.98,0,0.0,0.0
20,THETAUSDT-HBARUSDT,42.51,1,0.07466,0.07266
20,FILUSDT-HBARUSDT,50.33,1,0.26963,0.26763
20,FTMUSDT-AAVEUSDT,93.27,0,0.0,0.0
20,VETUSDT-HBARUSDT,52.06,1,0.16442,0.16242
20,ADAUSDT-EOSUSDT,57.71,1,0.02788,0.02588
20,AAVEUSDT-ICPUSDT,33.32,0,0.0,0.0
20,AAVEUSDT-VETUSDT,31.63,0,0.0,0.0
20,AVAXUSDT-ICPUSDT,133.03,0,0.0,0.0
20,EOSUSDT-ICPUSDT,43.72,1,-0.00217,-0.00417
20,FTMUSDT-CRVUSDT,65.51,0,0.0,0.0
20,AXSUSDT-THETAUSDT,55.45,0,0.0,0.0
20,EOSUSDT-AAVEUSDT,44.64,1,-0.02605,-0.02805
20,ICPUSDT-VETUSDT,43.48,0,0.0,0.0
20,ADAUSDT-ICPUSDT,25.22,0,0.0,0.0
20,AVAXUSDT-CRVUSDT,48.22,0,0.0,0.0
20,FTMUSDT-HBARUSDT,82.57,0,0.0,0.0
20,FILUSDT-FTMUSDT,95.99,0,0.0,0.0
20,FILUSDT-ATOMUSDT,82.85,0,0.0,0.0
20,ADAUSDT-AAVEUSDT,44.38,0,0.0,0.0
20,GALAUSDT-SANDUSDT,67.03,0,0.0,0.0
20,AAVEUSDT-THETAUSDT,43.12,0,0.0,0.0
20,GALAUSDT-MANAUSDT,63.6,0,0.0,0.0
20,FILUSDT-ICPUSDT,34.73,0,0.0,0.0
20,AVAXUSDT-GALAUSDT,83.99,0,0.0,0.0
20,FILUSDT-VETUSDT,30.59,0,0.0,0.0
20,AAVEUSDT-HBARUSDT,43.95,1,0.18074,0.17874
20,EOSUSDT-THETAUSDT,45.52,1,0.01733,0.01533
20,FILUSDT-AAVEUSDT,28.66,0,0.0,0.0
20,THETAUSDT-VETUSDT,30.75,0,0.0,0.0
20,ICPUSDT-THETAUSDT,30.61,0,0.0,0.0
20,ICPUSDT-HBARUSDT,41.98,1,0.18649,0.18449
20,ADAUSDT-THETAUSDT,43.0,0,0.0,0.0
20,AVAXUSDT-RUNEUSDT,116.08,1,-0.01085,-0.01285
21,ADAUSDT-FILUSDT,42.17,0,0.0,0.0
21,FTMUSDT-GRTUSDT,81.71,0,0.0,0.0
21,EOSUSDT-ALGOUSDT,73.44,0,0.0,0.0
21,ADAUSDT-AXSUSDT,36.54,0,0.0,0.0
21,FILUSDT-HBARUSDT,45.69,0,0.0,0.0
21,AAVEUSDT-GRTUSDT,67.95,0,0.0,0.0
21,AAVEUSDT-SANDUSDT,121.8,0,0.0,0.0
21,VETUSDT-HBARUSDT,65.79,0,0.0,0.0
21,AAVEUSDT-ICPUSDT,34.57,1,0.0576,0.0556
21,AAVEUSDT-VETUSDT,28.09,0,0.0,0.0
21,EOSUSDT-ICPUSDT,54.44,0,0.0,0.0
21,AXSUSDT-THETAUSDT,33.01,0,0.0,0.0
21,EOSUSDT-AAVEUSDT,52.36,1,-0.1359,-0.1379
21,ADAUSDT-SANDUSDT,140.32,0,0.0,0.0
21,ICPUSDT-VETUSDT,37.83,1,0.06884,0.06684
21,ADAUSDT-ICPUSDT,27.08,0,0.0,0.0
21,AVAXUSDT-CRVUSDT,61.78,0,0.0,0.0
21,ADAUSDT-MANAUSDT,120.8,0,0.0,0.0
21,FILUSDT-FTMUSDT,93.1,0,0.0,0.0
21,ADAUSDT-VETUSDT,55.16,0,0.0,0.0
21,EOSUSDT-CRVUSDT,72.0,0,0.0,0.0
21,ADAUSDT-AAVEUSDT,46.28,1,0.03968,0.03768
21,GALAUSDT-SANDUSDT,56.24,0,0.0,0.0
21,AAVEUSDT-THETAUSDT,40.82,1,0.03245,0.03045
21,GALAUSDT-MANAUSDT,55.03,0,0.0,0.0
21,FILUSDT-ICPUSDT,35.96,0,0.0,0.0
21,AVAXUSDT-GALAUSDT,91.48,0,0.0,0.0
21,FILUSDT-VETUSDT,21.32,0,0.0,0.0
21,AAVEUSDT-HBARUSDT,44.92,0,0.0,0.0
21,EOSUSDT-THETAUSDT,52.42,1,0.01678,0.01478
21,FILUSDT-AAVEUSDT,29.11,1,0.13786,0.13586
21,THETAUSDT-VETUSDT,33.67,1,0.04169,0.03969
21,ADAUSDT-CRVUSDT,74.21,0,0.0,0.0
21,ICPUSDT-THETAUSDT,27.51,0,0.0,0.0
21,CRVUSDT-THETAUSDT,67.24,0,0.0,0.0
21,ICPUSDT-HBARUSDT,38.71,1,0.03027,0.02827
21,AAVEUSDT-AXSUSDT,43.25,1,0.07137,0.06937
21,ADAUSDT-THETAUSDT,38.03,0,0.0,0.0
21,ADAUSDT-GALAUSDT,173.93,0,0.0,0.0
22,FILUSDT-CRVUSDT,38.17,0,0.0,0.0
22,ADAUSDT-FILUSDT,45.45,0,0.0,0.0
22,AXSUSDT-MANAUSDT,36.35,0,0.0,0.0
22,EOSUSDT-ALGOUSDT,68.61,0,0.0,0.0
22,AXSUSDT-ICPUSDT,43.94,0,0.0,0.0
22,FILUSDT-THETAUSDT,24.64,0,0.0,0.0
22,ADAUSDT-AXSUSDT,29.67,1,-0.07243,-0.07443
22,FILUSDT-GALAUSDT,82.15,0,0.0,0.0
22,FILUSDT-HBARUSDT,44.82,0,0.0,0.0
22,AAVEUSDT-GRTUSDT,61.68,0,0.0,0.0
22,AAVEUSDT-SANDUSDT,54.13,1,-0.00384,-0.00584
22,VETUSDT-HBARUSDT,63.64,0,0.0,0.0
22,AVAXUSDT-SANDUSDT,48.33,0,0.0,0.0
22,AAVEUSDT-MANAUSDT,46.37,1,0.01626,0.01426
22,AAVEUSDT-ICPUSDT,38.52,1,-0.06496,-0.06696
22,GALAUSDT-AXSUSDT,89.31,0,0.0,0.0
22,AAVEUSDT-VETUSDT,27.76,1,-0.02953,-0.03153
22,EOSUSDT-SANDUSDT,54.59,0,0.0,0.0
22,FILUSDT-AXSUSDT,63.05,0,0.0,0.0
22,EOSUSDT-MANAUSDT,47.57,0,0.0,0.0
22,AXSUSDT-THETAUSDT,37.64,1,-0.15033,-0.15233
22,SANDUSDT-AXSUSDT,48.89,0,0.0,0.0
22,ADAUSDT-SANDUSDT,46.79,0,0.0,0.0
22,ICPUSDT-VETUSDT,43.65,0,0.0,0.0
22,CRVUSDT-ICPUSDT,36.34,0,0.0,0.0
22,ADAUSDT-ICPUSDT,26.5,1,0.02657,0.02457
22,AVAXUSDT-CRVUSDT,65.03,0,0.0,0.0
22,ADAUSDT-MANAUSDT,36.57,0,0.0,0.0
22,CRVUSDT-AAVEUSDT,42.06,1,-0.28545,-0.28745
22,SANDUSDT-ALGOUSDT,52.29,0,0.0,0.0
22,EOSUSDT-CRVUSDT,46.97,0,0.0,0.0
22,ADAUSDT-AAVEUSDT,53.42,1,-0.02031,-0.02231
22,GALAUSDT-SANDUSDT,42.79,0,0.0,0.0
22,ATOMUSDT-MANAUSDT,77.05,0,0.0,0.0
22,FILUSDT-SANDUSDT,58.45,0,0.0,0.0
22,AAVEUSDT-THETAUSDT,42.36,1,0.00353,0.00153
22,GALAUSDT-MANAUSDT,53.45,0,0.0,0.0
22,FILUSDT-ICPUSDT,38.88,0,0.0,0.0
22,AVAXUSDT-GALAUSDT,65.19,0,0.0,0.0
22,FILUSDT-VETUSDT,17.55,1,0.01836,0.01636
22,AAVEUSDT-HBARUSDT,41.54,1,-0.01531,-0.01731
22,MANAUSDT-ALGOUSDT,51.95,0,0.0,0.0
22,EOSUSDT-THETAUSDT,56.53,1,-0.0996,-0.1016
22,FILUSDT-MANAUSDT,45.66,0,0.0,0.0
22,FILUSDT-AAVEUSDT,32.17,1,-0.13245,-0.13445
22,THETAUSDT-VETUSDT,39.56,1,0.16675,0.16475
22,ADAUSDT-CRVUSDT,41.74,1,0.02815,0.02615
22,ICPUSDT-THETAUSDT,25.16,1,0.00164,-0.00036
22,CRVUSDT-THETAUSDT,49.58,1,-0.0072,-0.0092
22,SANDUSDT-ICPUSDT,58.34,0,0.0,0.0
22,ICPUSDT-HBARUSDT,45.51,0,0.0,0.0
22,AAVEUSDT-AXSUSDT,46.4,1,-0.10823,-0.11023
22,ADAUSDT-THETAUSDT,29.9,0,0.0,0.0
22,ADAUSDT-GALAUSDT,73.19,0,0.0,0.0
23,FILUSDT-CRVUSDT,38.85,1,0.23408,0.23208
23,ADAUSDT-FILUSDT,46.72,1,-0.22473,-0.22673
23,GALAUSDT-THETAUSDT,34.36,1,0.19525,0.19325
23,CRVUSDT-AXSUSDT,59.08,0,0.0,0.0
23,AXSUSDT-MANAUSDT,36.85,0,0.0,0.0
23,EOSUSDT-ALGOUSDT,65.4,0,0.0,0.0
23,AXSUSDT-ICPUSDT,43.98,0,0.0,0.0
23,FILUSDT-THETAUSDT,28.68,1,0.06815,0.06615
23,ADAUSDT-AXSUSDT,31.96,1,-0.30681,-0.30881
23,FILUSDT-GALAUSDT,42.3,1,0.28133,0.27933
23,FILUSDT-HBARUSDT,45.45,0,0.0,0.0
23,AAVEUSDT-GRTUSDT,64.26,0,0.0,0.0
23,AAVEUSDT-SANDUSDT,63.57,1,0.12208,0.12008
23,VETUSDT-HBARUSDT,48.83,0,0.0,0.0
23,AAVEUSDT-ICPUSDT,49.9,1,0.12841,0.12641
23,GALAUSDT-AXSUSDT,34.35,0,0.0,0.0
23,AAVEUSDT-VETUSDT,34.86,1,0.15636,0.15436
23,AVAXUSDT-ICPUSDT,40.84,1,-0.42435,-0.42635
23,AVAXUSDT-VETUSDT,54.14,1,-0.12897,-0.13097
23,FILUSDT-AXSUSDT,63.35,1,0.28213,0.28013
23,AXSUSDT-THETAUSDT,39.26,1,0.08743,0.08543
23,SANDUSDT-AXSUSDT,22.65,1,0.18168,0.17968
23,ICPUSDT-VETUSDT,40.68,0,0.0,0.0
23,CRVUSDT-ICPUSDT,35.73,0,0.0,0.0
23,ADAUSDT-ICPUSDT,28.73,1,-0.17522,-0.17722
