m,h,ic_raw,t_raw,ic_pur,t_pur,minF_pur,F1,F2,F3,F4
chg_42,9,-0.0026714227777236495,-0.3131159295012107,0.004176583664024352,0.4853682679305667,-0.0161436649474927,-0.00020251201068574278,0.027346659963372287,0.005402547464551792,-0.0161436649474927
bigp_42,9,0.014840583662386721,1.5559610422104664,0.01561697962367296,1.714760801914313,-0.012251490628508062,0.012621812410682864,-0.012251490628508062,0.043300030899165724,0.018683071314650256
smlp_42,9,-0.014840583662386721,-1.5559610422104664,-0.015616979623672964,-1.7147608019143132,-0.043300030899165724,-0.012621812410682866,0.01225149062850806,-0.043300030899165724,-0.01868307131465026
eff_42,9,-0.02760885511936759,-2.8201235529126496,-0.008791319085369724,-1.1371623349664615,-0.0205388826165262,-0.009652436971757097,-0.0205388826165262,-5.122627583291658e-05,-0.00493937154889487
lvl_90,9,0.04394166598355513,4.3425821980747354,0.027803704759563345,2.828734594015779,-0.0002053845214756095,-0.0002053845214756095,0.0518026845404803,0.0039564665087375986,0.05457997611107659
per_90,9,0.06758744410164387,6.263110141334614,0.05381321764845491,5.631525755636619,0.03426923473066227,0.05560031884869768,0.07062632801029783,0.03426923473066227,0.05484095914717925
zfl_90,9,0.05427587377397051,4.722538493301845,0.03833118066659268,3.593025973714976,0.016181549764823014,0.024374690307430467,0.05693652930936541,0.016181549764823014,0.05531321416488881
chg_90,9,-0.0074354259280852856,-0.7895021931172975,-0.006365998340158102,-0.6865596401583173,-0.041560064544923954,-0.029698889056452026,0.03591356423252182,-0.041560064544923954,0.0089424663587343
bigp_90,9,0.024399171128734,2.6729561322838657,0.028811407473309385,3.5396174715513293,0.017972834696524463,0.023767154275373247,0.017972834696524463,0.05084080063171628,0.022408638676581258
smlp_90,9,-0.024399171128734007,-2.6729561322838657,-0.028811407473309385,-3.5396174715513298,-0.05084080063171628,-0.023767154275373247,-0.01797283469652447,-0.05084080063171628,-0.022408638676581265
eff_90,9,-0.004986471838050092,-0.5208527869780692,0.004337823901967418,0.5043306761159928,-0.014279376455992353,0.02525014781461773,-0.014279376455992353,-0.0011337403472354035,0.008453520971111737
atssh_9,9,-0.018976546650664602,-1.9703876682519557,-0.015330477797202934,-1.7147086661479316,-0.029270884948761594,-0.029270884948761594,-0.006618690867189097,-0.026201119236447284,0.0002430318219791894
ntsh_9,9,-0.019485230250571844,-1.9154108389782538,-0.021172113661192375,-2.28644562100388,-0.03596250901225667,0.0025665883907476437,-0.02711261009974469,-0.03596250901225667,-0.023150161906142767
vsh_9,9,-0.02290722946684937,-2.228034736451735,-0.022367490494962727,-2.3397687720969325,-0.031554228035843034,-0.008998140049263558,-0.02674847801833877,-0.031554228035843034,-0.021578740239027328
atssh_21,9,-0.009609397326953668,-0.9678607441512723,-0.002582218965621024,-0.2651324562125031,-0.017384435300285106,-0.017384435300285106,0.01741133422857294,-0.016868197891990254,0.005910092034493946
ntsh_21,9,-0.012808439973964319,-1.2260297468796133,-0.008009792423395253,-0.8192459977732989,-0.02090910941147282,0.014983016279954898,-0.02090910941147282,-0.020094070793421917,-0.00499458011419734
vsh_21,9,-0.012658796047646808,-1.1921404598476997,-0.00647991469194343,-0.6330192521103335,-0.02093040821231161,0.012818579399788869,-0.014789513216789833,-0.02093040821231161,-0.002148622244316025
atssh_42,9,-0.0019637226925688276,-0.1871840811836813,-0.00010836497661512573,0.0022137367818935395,-0.01970954784220827,0.009062771542035601,0.010639278633464996,-0.01970954784220827,-2.3474664622994192e-05
ntsh_42,9,-0.0007545496410684224,-0.05966944912932292,-0.00311696051514743,-0.2884274417169297,-0.015758574518488003,0.014954291172056216,-0.007930567295459167,-0.015758574518488003,-0.002939856528373275
vsh_42,9,-0.0011228600004762172,-0.09524344133878095,-0.003938583213809055,-0.37110280172036364,-0.017607031276822196,0.017983353799972714,-0.009654927460643052,-0.017607031276822196,-0.005523450499527052
lvl_9,21,0.04467146859372173,3.1264298809536655,0.032593555780038766,2.667555186747825,-0.009243657087925296,0.028496743290891986,0.08217628833361901,-0.009243657087925296,0.028701279661549416
per_9,21,0.054566845522898776,4.551855699012308,0.0423845756008102,3.839635891494194,0.011456037353658115,0.014608153621877042,0.10090059989612431,0.011456037353658115,0.041338722851697485
zfl_9,21,0.053597450238853546,3.8110889805339694,0.040025237385420125,3.2072944428290335,0.015573179524152849,0.031066204192429493,0.07750444778201271,0.015573179524152849,0.03548983880313598
chg_9,21,0.005165420636354122,0.42936937600648023,0.009100736537417366,0.8944320001573124,-0.03212208794967922,0.037540843512793444,0.03892509902964027,-0.007371854293267414,-0.03212208794967922
bigp_9,21,0.0017748988635428327,0.07127491196313675,0.0013357094968507505,0.08336320488418542,-0.014140973307707085,0.00774572534488083,-0.014140973307707085,0.0016767947265423863,0.010492805830732822
smlp_9,21,-0.001774898863542836,-0.07127491196313694,-0.0013357094968507505,-0.08336320488418555,-0.010492805830732827,-0.00774572534488083,0.014140973307707083,-0.0016767947265423863,-0.010492805830732827
eff_9,21,-0.021009345802249328,-2.4338658160327498,-0.012476497129822474,-1.9365896166455865,-0.026872257290796123,0.0019659679934059615,-0.026872257290796123,-0.022017186459910923,-0.0021801636027167924
lvl_21,21,0.054932210607031844,3.58641278457308,0.042859589947326644,3.0638108258709487,0.004387681532598617,0.028486689503127452,0.08414463588668952,0.004387681532598617,0.053971977297002954
per_21,21,0.07105175613938856,4.796930490787888,0.05433307418655325,4.206398493040473,0.02786048215093608,0.02786048215093608,0.10348235871476752,0.03225186253304494,0.05254780405051626
zfl_21,21,0.06001044854503284,3.973045283188523,0.04426444739353858,3.336207281523857,0.02365365468465684,0.0372334848582775,0.07892510636462036,0.02365365468465684,0.03681487842168094
chg_21,21,0.004777426993361803,0.33124387517984943,0.011789187667252099,0.9348892305250321,-0.03044798626091691,0.031764224314367574,0.05192974143810142,-0.005907920486146876,-0.03044798626091691
bigp_21,21,0.010470719310343215,0.717506665515967,0.0057623349385702415,0.3941706771227485,-0.03219687012720885,0.016677797645977405,-0.03219687012720885,0.02916331925704673,0.009952457746036395
smlp_21,21,-0.010470719310343218,-0.7175066655159672,-0.005762334938570244,-0.3941706771227482,-0.029163319257046724,-0.016677797645977408,0.03219687012720884,-0.029163319257046724,-0.009952457746036399
eff_21,21,-0.031899212314243745,-2.4085137075422,-0.012070054071772151,-1.3324917139717078,-0.024344409740504842,-0.0025926944446908583,-0.019527797638879567,-0.0016016387917231882,-0.024344409740504842
lvl_42,21,0.05602618838894302,3.507082765148372,0.03921526943739338,2.677614384798743,-0.004440901681136943,-0.004440901681136943,0.05821836387501427,0.02481958320458681,0.07697097897948212
per_42,21,0.07372594933537784,4.72995476558904,0.05156825263276785,3.5851583092065975,0.008271394819426788,0.008271394819426788,0.0844968844514172,0.031907165173206985,0.08016978379095371
zfl_42,21,0.06149609909090856,3.6889990930315504,0.0408323383108155,2.7066142074689976,-0.0034484492032373173,-0.0034484492032373173,0.07066463483290503,0.03463315823806091,0.05985157880774359
chg_42,21,-0.00016285855644911125,-0.05719626690146163,0.0052889530166827575,0.4002262174302356,-0.023247533876473908,-0.005045565202404298,0.040421603740570154,0.008105194493082021,-0.023247533876473908
bigp_42,21,0.01710379071219773,1.2829598120318162,0.01935075262431415,1.550060618321342,-0.01313196328333343,0.025180429583988626,-0.01313196328333343,0.055584165894187534,0.009870079097465106
smlp_42,21,-0.017103790712197732,-1.2829598120318162,-0.019350752624314148,-1.550060618321342,-0.055584165894187534,-0.025180429583988626,0.013131963283333426,-0.055584165894187534,-0.00987007909746511
eff_42,21,-0.02230362961580162,-1.680758079101992,-0.019348858780469616,-1.4826105523565145,-0.043578623383390434,-0.012870466021441386,-0.043578623383390434,-0.003938283232146417,-0.01668020994473904
lvl_90,21,0.056773997911141044,3.7918517486904526,0.03665687975177303,2.7277452322391604,-0.017839728260479287,-0.017839728260479287,0.06755192529362307,0.014566553369725682,0.08068360315831362
per_90,21,0.08360190822417128,5.542985642749551,0.06608091271151906,4.931461842903594,0.044917451221176144,0.044917451221176144,0.09260491392307203,0.05029285542623682,0.07573948799575542
zfl_90,21,0.06650922890629644,4.044590005503946,0.04522046820960884,3.1066206925214295,0.005536764547471823,0.005536764547471823,0.07479648629025709,0.029899406049369998,0.06930557591750966
chg_90,21,-0.0099457704146432,-0.7910835025503851,-0.008839097195767219,-0.711054464688013,-0.04961170048408693,-0.04456700490481216,0.04985245246515062,-0.04961170048408693,0.007675176799938563
bigp_90,21,0.033974125753475526,2.625535244900484,0.042162384599154765,3.45078619482768,0.028883095992129314,0.028883095992129314,0.03370875210203751,0.07400144196106705,0.03129550896740458
smlp_90,21,-0.033974125753475526,-2.6255352449004836,-0.042162384599154765,-3.45078619482768,-0.07400144196106705,-0.02888309599212932,-0.03370875210203752,-0.07400144196106705,-0.031295508967404594
eff_90,21,-0.003964933891963086,-0.3468022010933375,0.0011487350721653075,0.1035687541398886,-0.036609358302803006,0.03472581462082646,-0.036609358302803006,-0.0012473412568836451,0.009332220251785258
atssh_9,21,-0.0031865326446175323,-0.24835804969771966,0.00440371458995779,0.39688215614338207,-0.016861638336529004,-0.016861638336529004,0.02449880928735099,-0.008518556665636693,0.017784014353432326
ntsh_9,21,-0.005448270205766373,-0.329949396288744,-0.007368457165096676,-0.5071138668454271,-0.02809723431840009,0.01756540348004682,-0.02809723431840009,-0.013477529440038463,-0.004321388429290502
vsh_9,21,-0.0055065863508335635,-0.3526562263341339,-0.005643805858834993,-0.38462543000354854,-0.01662101374791005,0.010991662537432409,-0.01662101374791005,-0.014323479932708492,-0.0018304814962196595
atssh_21,21,-0.001025763003188449,-0.08012589913397794,0.005303950150688952,0.34837700177629,-0.012093246815669308,-0.007837645690156625,0.032288976182645625,-0.012093246815669308,0.008331413491947135
ntsh_21,21,0.0005891401007203776,0.0804450785155459,-0.0002474444000068936,0.04813802102873196,-0.024139624361154622,0.03184321836108897,-0.024139624361154622,-0.009433171971023455,0.002186524807841327
vsh_21,21,0.0015622145279382753,0.14359939058535515,0.0028651340023479166,0.2448765827620647,-0.012022487620042257,0.029578243603277533,-0.012022487620042257,-0.009830054588526116,0.004939926417715596
atssh_42,21,0.002083053189537855,0.16307010741365519,0.0010893405054607519,0.010107198648933982,-0.006031517149036977,-0.0023583313584821662,0.012771807512577147,-0.006031517149036977,-0.00019687100760257693
ntsh_42,21,0.007465216968250589,0.47065633496488235,-0.0022814031136202707,-0.10451779977329857,-0.022167627378562777,0.016532735851089043,-0.022167627378562777,-0.0026051429944724852,-2.373622077477913e-05
vsh_42,21,0.003737788095250392,0.26599300161600953,-0.006147708585640237,-0.40207152811308994,-0.019524987630130886,0.011788784281620954,-0.019524987630130886,-0.011167645140247876,-0.004879887741638217
lvl_9,42,0.06864990549194483,3.7392099645624772,0.047787716363144384,2.8818681037826477,-0.0001441961067051198,0.01888819469878134,0.10240742008547524,-0.0001441961067051198,0.06950615174299385
per_9,42,0.06868762903381931,3.919366126819633,0.049674662375464154,2.957178698552732,-0.0020552814701510183,-0.0020552814701510183,0.12207293783675895,0.009552648745150551,0.06749544315333789
zfl_9,42,0.06344253997924514,3.466659513828573,0.04661271741583718,2.7602154013779137,0.01852338582846802,0.01852338582846802,0.09347215058332912,0.019620283585676516,0.053861927546138076
chg_9,42,0.005386774043794971,0.39716496810472607,0.009239436483986996,0.7425581210382306,-0.027895021645021643,0.015115151776288853,0.05662534287654459,-0.0079527586088509,-0.027895021645021643
bigp_9,42,0.003513780202281282,0.2633484794830955,0.007188296658999438,0.5824276367635026,-0.03015830978066915,0.023452614343882634,-0.03015830978066915,0.03525800803378309,0.0006821029847345642
smlp_9,42,-0.0035137802022812844,-0.26334847948309564,-0.007188296658999444,-0.5824276367635031,-0.03525800803378309,-0.023452614343882638,0.030158309780669135,-0.03525800803378309,-0.0006821029847345659
eff_9,42,-0.0069797943664884525,-0.6238597647428596,-0.018063060916659046,-2.1107293145657464,-0.03606525408226202,-0.0013267303849861698,-0.03606525408226202,-0.01019796410101342,-0.02414527451841869
lvl_21,42,0.08077659369591048,3.8386578343610758,0.05637320005080739,2.842842809995919,0.011192738292723211,0.011192738292723211,0.09600954207305554,0.014576166443506023,0.10340909090909091
per_21,42,0.08593321054558649,4.2118100967777465,0.06121175925725336,3.1987780071029057,0.016357512692907056,0.016357512692907056,0.1117932981175864,0.0254128471864593,0.09035514923672819
zfl_21,42,0.07701590656642088,3.5730974222246097,0.05289846619204694,2.788950620153569,0.018177248278288847,0.018177248278288847,0.10080945063485319,0.030174065300236898,0.06120699475962634
chg_21,42,0.004030230956362171,0.2290617082371343,0.008879098370692992,0.5472192561038389,-0.022247379813169287,0.005680390086965263,0.050772753236627235,6.179833144505205e-05,-0.022247379813169287
bigp_21,42,0.010344734335660974,0.6394001500031096,0.014943445836660971,1.0562326779073041,-0.027333784283225332,0.03573259797057113,-0.027333784283225332,0.04919009853400625,0.0026586352244246996
smlp_21,42,-0.010344734335660974,-0.6394001500031092,-0.014943445836660975,-1.0562326779073044,-0.04919009853400625,-0.03573259797057113,0.027333784283225332,-0.04919009853400625,-0.002658635224424701
eff_21,42,-0.006168556672557997,-0.38394709313326225,-0.014026498841320897,-1.311807856708974,-0.03227427500987318,0.004685152291759405,-0.03227427500987318,-0.0011543002944249827,-0.027004568197969904
lvl_42,42,0.0790802614168099,3.5354039794972065,0.051925791106611864,2.426953556043439,-0.014195948323530895,-0.014195948323530895,0.07243462781852622,0.030193291447797574,0.11875284802916382
per_42,42,0.09398905042184985,4.4411709014729865,0.06413733123284004,3.1520058856608673,0.028058685395437023,0.028058685395437023,0.09350106689108695,0.03006969478490748,0.10478611300979723
zfl_42,42,0.08796664669872534,3.7893951500987324,0.0597898193930428,2.92445173831509,0.018332363860941753,0.018332363860941753,0.08955356465840116,0.04187317609091222,0.08860930735930736
chg_42,42,-0.004159804037194558,-0.20186277491339663,0.0013300675627970552,0.1337389968632125,-0.025327523353839147,-0.001416147819405246,0.02613950867760272,0.00485460225907234,-0.025327523353839147
bigp_42,42,0.022695714917120993,1.2574214204067693,0.030422175599266736,2.010553917632679,-0.0076099894960845295,0.04265678522954953,-0.0076099894960845295,0.07449170872386446,0.012031499202551832
smlp_42,42,-0.02269571491712099,-1.2574214204067695,-0.030422175599266743,-2.010553917632679,-0.07449170872386447,-0.042656785229549514,0.007609989496084524,-0.07449170872386447,-0.012031499202551834
eff_42,42,0.008157835847590068,0.48068582361931333,-0.01680646376089927,-1.2179138091635304,-0.060223642183017054,0.009978381648434079,-0.060223642183017054,-0.002499584379223039,-0.013177633925945212
lvl_90,42,0.08223252071285653,3.499132664306116,0.05452096126629992,2.28989771476455,-0.029697452801057084,-0.029697452801057084,0.09429174809117316,0.02005287190579188,0.13252306903622693
per_90,42,0.11726138444076617,5.614785888144358,0.09398241827355615,4.481110785742583,0.0526430689905279,0.0526430689905279,0.1224956046227492,0.06630686304803105,0.13410087719298244
zfl_90,42,0.09447306060421072,3.676313077994965,0.07034521194787137,2.898870550317053,0.006109830450050621,0.006109830450050621,0.11414107405956099,0.04818072578707042,0.11160287081339713
chg_90,42,-0.009679730690230396,-0.5926878882997967,-0.014933708827287655,-0.8850131536916126,-0.07042821954599966,-0.07042821954599966,0.045193224187814705,-0.04892917224568271,0.012991285030758715
bigp_90,42,0.045382150120044505,2.8687948162004346,0.06684655307939164,4.759869941993674,0.03447012947842386,0.03447012947842386,0.0722224023427553,0.10815394651011091,0.05053970152654362
smlp_90,42,-0.04538215012004451,-2.868794816200434,-0.06684655307939165,-4.759869941993674,-0.1081539465101109,-0.03447012947842386,-0.0722224023427553,-0.1081539465101109,-0.050539701526543634
eff_90,42,0.002977126300939575,0.11105899664741324,0.0010104220980241482,0.06234401602283222,-0.04128581260848273,0.01659093235645438,-0.04128581260848273,0.008465093251979887,0.02169102612214067
atssh_9,42,-0.00033561063682148565,-0.02795684522168206,0.0010538930838251757,0.057185045558000046,-0.013700003433240638,-0.012200989579967118,0.019453704673866715,-0.013700003433240638,0.010415242652084761
ntsh_9,42,0.01311521672367629,0.6493810143070554,0.0015255688420417037,0.10397969099224619,-0.03431281960949146,0.024746680454718457,-0.03431281960949146,-0.0010079994506815048,0.018291467304625202
vsh_9,42,0.01019639112517167,0.5129615976343117,-0.0011221758665984794,-0.07201207868035922,-0.023080493235663583,0.011981242504542163,-0.023080493235663583,-0.009530676005081192,0.017374401913875598
atssh_21,42,-0.001090237620011415,-0.07428578591512948,-0.002326053975315317,-0.19636747734913462,-0.015396024307343709,-0.011263114807074997,0.007623821799486337,-0.015396024307343709,0.009770164046479837
ntsh_21,42,0.011207072647483964,0.5221190531121659,-0.0002952409808920111,-0.01013222172495596,-0.04531172759033838,0.021986197585654677,-0.04531172759033838,5.630514642770489e-05,0.023927717019822284
vsh_21,42,0.011193219865824177,0.5359349726921746,0.0009993950492486216,0.05610376241729543,-0.03093470943197418,0.015324845063949266,-0.03093470943197418,-0.007753630651972403,0.028985816814764188
atssh_42,42,-0.005473919075820006,-0.29953618676798116,-0.012039273970755958,-0.8268507078749706,-0.027350611485734394,-0.027350611485734394,-0.005555341915120371,-0.02705668280289766,0.011990202779676464
ntsh_42,42,0.005212949215537269,0.25139000101065234,-0.008801603839571572,-0.48293196191751525,-0.03653272182288831,-0.0033421663040121754,-0.03653272182288831,0.012323960586397498,-0.007365003417635004
vsh_42,42,0.0015518106014863942,0.06751971471338362,-0.017071901789800257,-0.9807211803585482,-0.030424875153778,-0.026392629137313193,-0.030424875153778,-0.011358533319600374,9.113693324219068e-05
