ic,t,n,F1,F2,F3,F4,w,h,v
0.04170150987778952,3.20989032461204,4314,0.03082634954147546,0.08367042064407781,0.0076932056167816785,0.04418008810326652,21,21,"r|ret,size"
0.042859589947326644,3.3418062889379296,4314,0.028486689503127452,0.08414463588668952,0.004387681532598617,0.053971977297002954,21,21,"r|ret,size,liq"
0.036087714192525204,2.8754696012535956,4314,0.024717955346819767,0.07661591698789195,0.008454011741682971,0.03403075934962755,21,21,"r|ret,size,fnd"
0.08077659369591048,4.962455116281712,4293,0.045951555105528875,0.10484108164905623,0.06247948638720089,0.10932444748234221,21,42,raw
0.08052159098702946,5.145514696730135,4293,0.039406539270813154,0.09918173711177418,0.0627555189343221,0.12035913647755754,21,42,r|ret
0.04729923420267821,3.10275596695232,4293,0.02069069521942392,0.09191881383917994,0.007863494352319152,0.06830570745044429,21,42,r|size
0.05448452973204196,3.7732599769384825,4293,0.02108997421921567,0.08965961105897802,0.018127510557214947,0.08882006151742994,21,42,"r|ret,size"
0.05637320005080739,3.8500071624558685,4293,0.011192738292723211,0.09600954207305554,0.014576166443506023,0.10340909090909091,21,42,"r|ret,size,liq"
0.04972873931510101,3.591959677386081,4293,0.016963612469569338,0.08186884030627188,0.024373261921928104,0.07517942583732058,21,42,"r|ret,size,fnd"
0.04253717056923689,4.19567248941393,4326,0.03711427566049794,0.052792950763037735,0.030877192982456142,0.049162852033665425,42,9,raw
0.0441897431444791,4.49559797495194,4326,0.03353512721632159,0.04957408752100255,0.039292752429017745,0.053943398441006096,42,9,r|ret
0.022826335612951876,2.3586599245061026,4326,0.027624936266166848,0.04105547983380895,-0.008360627596388235,0.031242016887949902,42,9,r|size
0.029429361736468294,3.1287948808867068,4326,0.023854765854464242,0.0440060336455586,0.009912452363786179,0.03975641583297086,42,9,"r|ret,size"
0.03096677870189998,3.2924893139359184,4326,0.017413160408183782,0.046060245547895555,0.011902358636316817,0.04799049966514081,42,9,"r|ret,size,liq"
0.02146602740353767,2.4120400849858723,4326,0.0152760123805215,0.034059467812302166,0.008243897414769798,0.028049462499223264,42,9,"r|ret,size,fnd"
0.05602618838894302,3.6625766200322305,4314,0.028532649675765336,0.06667557868930359,0.04984104095856079,0.07821503619773668,42,21,raw
0.05676637822455447,3.9624101667246157,4314,0.020144918169348873,0.06629993272823718,0.05630239983520444,0.08314658512576706,42,21,r|ret
0.030178779240786272,2.0921839747326967,4314,0.013367228960653782,0.052362665120005585,0.004908160812991377,0.049660362605678535,42,21,r|size
0.035719319769439734,2.5924390016633008,4314,0.006464585532599402,0.057168869774115304,0.018271706663920074,0.060090337263772234,42,21,"r|ret,size"
0.03921526943739338,2.8440544868506334,4314,-0.004440901681136943,0.05821836387501427,0.02481958320458681,0.07697097897948212,42,21,"r|ret,size,liq"
0.028017701448202724,2.1730488529916023,4314,0.0023913652325656533,0.048364008777585704,0.019653242695780546,0.04074810982888977,42,21,"r|ret,size,fnd"
0.0790802614168099,4.454828317448176,4293,0.036542646013314084,0.08679491729937537,0.06276375871184811,0.13017486899065847,42,42,raw
0.06905881914488102,4.244698308177062,4293,0.01715463443709561,0.07618529136769024,0.05860404435746901,0.12397186147186147,42,42,r|ret
0.04780950606514808,2.889523241063862,4293,0.01579019181190799,0.06686542293069342,0.01761664435060253,0.09110418090681249,42,42,r|size
0.0479606503060039,3.074431638062225,4293,0.0020595902363358233,0.06781092831097432,0.023933807120541075,0.09780132148553203,42,42,"r|ret,size"
0.051925791106611864,3.233876562308759,4293,-0.014195948323530895,0.07243462781852622,0.030193291447797574,0.11875284802916382,42,42,"r|ret,size,liq"
0.03750947652935413,2.5783394885567756,4293,-0.002654199969838644,0.05679093833548804,0.026378274453256433,0.06887958532695374,42,42,"r|ret,size,fnd"
0.04394166598355513,4.3425821980747354,4326,0.024149198210425778,0.05264935665853888,0.04378068458818278,0.054376989305218976,90,9,raw
0.04614011272310135,4.755862974384773,4326,0.0268364320543479,0.06250065558511446,0.0320032959110104,0.06246332083652658,90,9,r|ret
0.021585861015832132,2.1192033555689873,4326,0.005259567256249506,0.03925565847733816,0.0019363477186115933,0.039273113914262234,90,9,r|size
0.027497908107011287,2.7933770057661285,4326,0.003732827771434319,0.051385596955634286,0.0038314965495931585,0.05012393242058314,90,9,"r|ret,size"
0.027803704759563345,2.828734594015779,4326,-0.0002053845214756095,0.0518026845404803,0.0039564665087375986,0.05457997611107659,90,9,"r|ret,size,liq"
0.01825214920876035,1.9599024552491944,4326,0.0011705481468714761,0.0403496416689253,0.0003501905448552868,0.03045630605439218,90,9,"r|ret,size,fnd"
0.056773997911141044,3.783464416698085,4314,0.014072430359566533,0.06200681559715799,0.06610773509115253,0.08347609972005221,90,21,raw
0.06051039643408241,4.27443233487396,4314,0.019406682896352632,0.08333138379381325,0.04585024204346483,0.09217193401330624,90,21,r|ret
0.0274455185822502,1.872263691922307,4314,-0.008710888970276703,0.0431860173226837,0.015555326672846502,0.05868012650009424,90,21,r|size
0.03756527200384106,2.695401582165061,4314,-0.009696160171201642,0.06900487929047176,0.013616232361726231,0.0758944715549319,90,21,"r|ret,size"
0.03665687975177303,2.625975656111253,4314,-0.017839728260479287,0.06755192529362307,0.014566553369725682,0.08068360315831362,90,21,"r|ret,size,liq"
0.028262897948973617,2.1990414543793353,4314,-0.006642681201571259,0.055200857300779345,0.011468397019947126,0.05188318986882247,90,21,"r|ret,size,fnd"
0.08223252071285653,4.5247710061794555,4293,0.014299358711966156,0.08543015153568151,0.08120850070381433,0.14733282068808384,90,42,raw
0.0833325613418924,4.913284553170973,4293,0.01816432197973444,0.10442207722607175,0.0571250042915508,0.1532524493050809,90,42,r|ret
0.04343435427223128,2.488287554353349,4293,-0.015218562164724139,0.05737954354696067,0.018351357846671478,0.11313653451811347,90,42,r|size
0.05701339025165714,3.477207751249377,4293,-0.016617474919390182,0.09420591491467316,0.018992687197445676,0.13087548416495787,90,42,"r|ret,size"
0.05452096126629992,3.304970420584617,4293,-0.029697452801057084,0.09429174809117316,0.02005287190579188,0.13252306903622693,90,42,"r|ret,size,liq"
0.044479229306263954,2.8461909529170097,4293,-0.013535270841861098,0.07345116955243054,0.0178226387887527,0.09959842788790157,90,42,"r|ret,size,fnd"
