feature,ic_1bar,ic_21bar,abs_ic_1bar,abs_ic_21bar,nan_frac,is_n,imp_gain,imp_rank,adf_raw_pass,adf_family,cluster
vol_garman_klass_20,0.01641177114321616,0.044500908880574626,0.01641177114321616,0.044500908880574626,0.0033176182992840928,5687,636.8354,45,True,volatility,49
vol_bb_bandwidth_20,0.014271969695994842,0.03767712194260268,0.014271969695994842,0.03767712194260268,0.0033176182992840928,5687,636.1539,46,True,volatility,48
mr_pct_from_high_50,-0.008651263564002193,-0.010564642316795133,0.008651263564002193,0.010564642316795133,0.008555962982364239,5657,623.9681,47,True,mean_reversion,22
trend_adx_7,0.02469335408347494,0.11124394484721609,0.02469335408347494,0.11124394484721609,0.0010476689366160294,5700,546.7585,48,True,trend,47
trend_plus_di_21,0.002553867032500685,0.019824069307489086,0.002553867032500685,0.019824069307489086,0.003492229788720098,5686,528.5783,49,True,trend,35
vol_taker_buy_ratio_sma_20,0.010834349730113756,0.03621165523478085,0.010834349730113756,0.03621165523478085,0.0033176182992840928,5687,507.5048,50,True,volatility,16
vol_cmf_20,-0.012656727609444985,0.02753064317506295,0.012656727609444985,0.02753064317506295,0.0033176182992840928,5687,485.2129,51,True,volume,31
mr_zscore_100,0.013586637749697409,0.07468400668401787,0.013586637749697409,0.07468400668401787,0.017286537454164485,5607,462.7977,52,True,mean_reversion,35
mr_pct_from_low_20,-0.001550610944975644,0.012403851823008752,0.001550610944975644,0.012403851823008752,0.0033176182992840928,5687,462.7051,53,True,mean_reversion,26
trend_ema_12,-0.020449863955261126,-0.12191724163249769,0.020449863955261126,0.12191724163249769,0.0019207263837960537,5695,444.1011,54,False,trend,45
trend_ema_cross_12_50,0.006895987135490365,0.04950047127549067,0.006895987135490365,0.04950047127549067,0.008555962982364239,5657,429.6696,55,True,trend,20
vol_cmf_14,-0.017583940340101148,0.009278241039586785,0.017583940340101148,0.009278241039586785,0.0022699493626680634,5693,428.815,56,True,volume,31
vol_mfi_21,0.00013665621775496746,0.028209392527167296,0.00013665621775496746,0.028209392527167296,0.003666841278156103,5685,408.1553,57,True,volume,35
mom_macd_hist_12_26_9,-0.003788585044325375,-0.04908935584275062,0.003788585044325375,0.04908935584275062,0.005762179151388162,5673,389.0036,58,True,momentum,29
trend_psar_af,-0.005451538551914434,-0.014331071794055572,0.005451538551914434,0.014331071794055572,0.0,5706,375.7607,59,True,trend,40
vol_parkinson_30,0.011969337190689336,0.032033753251245634,0.011969337190689336,0.032033753251245634,0.0050637331936441415,5677,357.7857,60,True,volatility,49
trend_minus_di_21,-0.013662344754114509,-0.0642276982736726,0.013662344754114509,0.0642276982736726,0.003492229788720098,5686,351.3806,61,True,trend,35
trend_sma_10,-0.020244479265247382,-0.1218611040659211,0.020244479265247382,0.1218611040659211,0.001571503404924044,5697,350.1119,62,False,trend,45
mom_macd_line_8_21_5,-0.011878963196798202,-0.009112574372965473,0.011878963196798202,0.009112574372965473,0.003492229788720098,5686,345.2982,63,True,momentum,35
mom_macd_signal_12_26_9,0.0020052187211070265,0.00852818760287646,0.0020052187211070265,0.00852818760287646,0.005762179151388162,5673,325.5353,64,True,momentum,20
vol_atr_14,-0.005920648576000747,-0.07402588580646906,0.005920648576000747,0.07402588580646906,0.0022699493626680634,5693,314.9723,65,True,volatility,45
vol_taker_buy_ratio_sma_10,0.026772180058283756,0.04581596181588193,0.026772180058283756,0.04581596181588193,0.001571503404924044,5697,305.0824,66,True,volatility,15
mom_roc_30,4.5867048754952095e-05,0.045023500612875834,4.5867048754952095e-05,0.045023500612875834,0.005238344683080147,5676,299.8399,67,True,momentum,35
trend_plus_di_14,-0.0017377050368639062,1.5111900165330677e-05,0.0017377050368639062,1.5111900165330677e-05,0.0022699493626680634,5693,296.4635,68,True,trend,35
mom_macd_signal_8_21_5,-0.007114374289435379,-0.004070547859816838,0.007114374289435379,0.004070547859816838,0.0041906757464641176,5682,264.9951,69,True,momentum,35
mom_macd_signal_5_13_3,-0.012370160226520118,-0.020642757736015066,0.012370160226520118,0.020642757736015066,0.0024445608521040684,5692,262.7323,70,True,momentum,35
interact_rsi_x_adx,0.0031188286538725695,0.03338768468229876,0.0031188286538725695,0.03338768468229876,0.0022699493626680634,5693,229.5873,71,True,interaction,35
mr_dist_sma_50,0.0011695049572908588,0.034981712981290033,0.0011695049572908588,0.034981712981290033,0.008555962982364239,5657,223.5345,72,True,mean_reversion,35
trend_sma_cross_10_50,0.0025846136664693714,0.03610253940668741,0.0025846136664693714,0.03610253940668741,0.008555962982364239,5657,211.3692,73,True,trend,20
trend_minus_di_14,-0.01162890375079776,-0.04982374584878829,0.01162890375079776,0.04982374584878829,0.0022699493626680634,5693,204.8913,74,True,trend,35
stat_skew_10,0.004199124845684841,-0.018837746021269045,0.004199124845684841,0.018837746021269045,0.001746114894360049,5696,198.766,75,True,statistical,19
mom_macd_hist_8_21_5,-0.010603454923397745,-0.03885277611471438,0.010603454923397745,0.03885277611471438,0.0041906757464641176,5682,191.8984,76,True,momentum,29
trend_ema_cross_9_21,-0.006352296083675076,0.01682443243031862,0.006352296083675076,0.01682443243031862,0.003492229788720098,5686,187.2032,77,True,trend,35
vol_cmf_10,-0.02239924030646465,-0.0019954064198965415,0.02239924030646465,0.0019954064198965415,0.001571503404924044,5697,186.9673,78,True,volume,31
vol_bb_bandwidth_10,0.010398613740800498,0.025275078283092552,0.010398613740800498,0.025275078283092552,0.001571503404924044,5697,183.1508,79,True,volatility,48
trend_aroon_up_25,-0.007176070585885567,-0.03464597754356568,0.007176070585885567,0.03464597754356568,0.004365287235900122,5681,177.9525,80,True,trend,32
mr_zscore_50,0.0020721947319180265,0.020072617422479566,0.0020721947319180265,0.020072617422479566,0.008555962982364239,5657,177.807,81,True,mean_reversion,35
mom_macd_line_12_26_9,-0.002976549555280769,0.004663777802305955,0.002976549555280769,0.004663777802305955,0.004365287235900122,5681,174.8404,82,True,momentum,35
mom_rsi_30,0.011094875640690727,0.06711816598635645,0.011094875640690727,0.06711816598635645,0.00017461148943600488,5705,174.7883,83,True,momentum,35
mom_mom_20,-0.008105925237129432,-0.021807912941041348,0.008105925237129432,0.021807912941041348,0.003492229788720098,5686,172.4271,84,True,momentum,35
mom_willr_21,-0.01154746391620225,-0.02300629827625037,0.01154746391620225,0.02300629827625037,0.003492229788720098,5686,158.4399,85,True,momentum,35
mom_roc_20,-0.004444850898591407,0.00016329768850793967,0.004444850898591407,0.00016329768850793967,0.003492229788720098,5686,158.4119,86,True,momentum,35
stat_kurtosis_10,-0.01829686878293816,-0.03243839441509667,0.01829686878293816,0.03243839441509667,0.001746114894360049,5696,153.6384,87,True,statistical,43
mr_bb_pctb_30,-0.004510290895754671,-0.014419985415586247,0.004510290895754671,0.014419985415586247,0.0050637331936441415,5677,149.5537,88,True,mean_reversion,35
trend_aroon_osc_14,-0.01426843482063706,-0.036250854236665894,0.01426843482063706,0.036250854236665894,0.0024445608521040684,5692,147.3311,89,True,trend,34
vol_bb_bandwidth_15,0.012620117779713728,0.025858922149105738,0.012620117779713728,0.025858922149105738,0.0024445608521040684,5692,146.4999,90,True,volatility,48
mr_pct_from_high_10,-0.018379359383059884,-0.04964542400804988,0.018379359383059884,0.04964542400804988,0.001571503404924044,5697,143.8,91,True,mean_reversion,27
vol_atr_10,-0.005507687316465762,-0.0701093858676797,0.005507687316465762,0.0701093858676797,0.001571503404924044,5697,140.3136,92,True,volatility,45
vol_parkinson_10,0.01829304622578436,0.04756351918740757,0.01829304622578436,0.04756351918740757,0.001571503404924044,5697,139.2824,93,True,volatility,49
trend_supertrend_7_3,0.007673610766345103,0.06286635670907861,0.007673610766345103,0.06286635670907861,0.0012222804260520342,5699,139.1695,94,True,trend,21
mr_pct_from_high_20,-0.018438724691506057,-0.03920685445346164,0.018438724691506057,0.03920685445346164,0.0033176182992840928,5687,136.6722,95,True,mean_reversion,27
trend_minus_di_7,-0.007941683193139268,-0.024749844503162182,0.007941683193139268,0.024749844503162182,0.0010476689366160294,5700,134.7777,96,True,trend,35
vol_hist_5,0.012041120345351236,0.02518677251383082,0.012041120345351236,0.02518677251383082,0.0008730574471800245,5701,130.4115,97,True,volatility,50
mom_rsi_21,0.0059039826454571976,0.05119049648419606,0.0059039826454571976,0.05119049648419606,0.00017461148943600488,5705,128.1389,98,True,momentum,35
mr_dist_sma_20,-0.002746006765389577,-0.010188463585441567,0.002746006765389577,0.010188463585441567,0.0033176182992840928,5687,124.0065,99,True,mean_reversion,35
vol_garman_klass_10,0.018402234256737874,0.05152401855168242,0.018402234256737874,0.05152401855168242,0.001571503404924044,5697,120.2724,100,True,volatility,49
vol_mfi_14,0.008051645435641982,0.013926099762001596,0.008051645435641982,0.013926099762001596,0.0024445608521040684,5692,113.1316,101,True,volume,35
interact_stoch_x_adx,-0.018284357896730864,-0.01915522184064203,0.018284357896730864,0.01915522184064203,0.0026191723415400735,5691,112.452,102,True,interaction,35
mom_roc_15,-0.001849512333843427,-0.009116655612535163,0.001849512333843427,0.009116655612535163,0.0026191723415400735,5691,111.6928,103,True,momentum,35
vol_natr_7,0.018043033724935306,0.05071557461177678,0.018043033724935306,0.05071557461177678,0.0010476689366160294,5700,108.2325,104,True,volatility,49
vol_taker_buy_ratio_sma_5,0.022673169332719907,0.04716630564204791,0.022673169332719907,0.04716630564204791,0.0006984459577440195,5702,105.7305,105,True,volatility,15
stat_return_30,4.5867048754952095e-05,0.045023500612875834,4.5867048754952095e-05,0.045023500612875834,0.005238344683080147,5676,92.5362,106,True,statistical,35
mr_bb_pctb_10,-0.003038875616921154,-0.011602887241898903,0.003038875616921154,0.011602887241898903,0.001571503404924044,5697,92.4904,107,True,mean_reversion,30
mr_pct_from_low_10,-0.0017403945087677971,0.010818298378889592,0.0017403945087677971,0.010818298378889592,0.001571503404924044,5697,92.2797,108,True,mean_reversion,26
mom_macd_hist_5_13_3,-0.02237123545933842,-0.01769203330303251,0.02237123545933842,0.01769203330303251,0.0024445608521040684,5692,92.2495,109,True,momentum,28
interact_rsi_x_natr,-0.002174102936604466,0.020172068296645643,0.002174102936604466,0.020172068296645643,0.0022699493626680634,5693,86.5144,110,True,interaction,35
vol_natr_14,0.017743783421991236,0.045367318420491846,0.017743783421991236,0.045367318420491846,0.0022699493626680634,5693,83.8168,111,True,volatility,49
trend_plus_di_7,-0.005431802948447906,-0.015374460307000935,0.005431802948447906,0.015374460307000935,0.0010476689366160294,5700,82.3952,112,True,trend,35
vol_atr_5,-0.005602616706959778,-0.06341632223442419,0.005602616706959778,0.06341632223442419,0.0006984459577440195,5702,82.0655,113,True,volatility,45
mom_stoch_k_21,-0.01578029834195157,-0.02400812985088708,0.01578029834195157,0.02400812985088708,0.0038414527675921075,5684,80.4939,114,True,momentum,35
trend_aroon_down_25,0.01157306591542125,-0.018791718671042238,0.01157306591542125,0.018791718671042238,0.004365287235900122,5681,78.7314,115,True,trend,33
mom_stoch_d_21,-0.01004796117785596,-0.025007457443886345,0.01004796117785596,0.025007457443886345,0.0041906757464641176,5682,78.4428,116,True,momentum,35
mr_pct_from_low_5,-0.004445772552061359,0.020776704079567714,0.004445772552061359,0.020776704079567714,0.0006984459577440195,5702,77.4733,117,True,mean_reversion,26
mom_willr_14,-0.014505080050934501,-0.02799869904014904,0.014505080050934501,0.02799869904014904,0.0022699493626680634,5693,77.3382,118,True,momentum,35
mom_mom_15,-0.006530607504585472,-0.023993954262981964,0.006530607504585472,0.023993954262981964,0.0026191723415400735,5691,77.1193,119,True,momentum,35
vol_atr_7,-0.005700540397705432,-0.0665494772228541,0.005700540397705432,0.0665494772228541,0.0010476689366160294,5700,76.0789,120,True,volatility,45
mom_rsi_14,0.000946655720911908,0.03061867224755695,0.000946655720911908,0.03061867224755695,0.00017461148943600488,5705,75.5382,121,True,momentum,35
vol_natr_21,0.016492069817983436,0.038330053220910966,0.016492069817983436,0.038330053220910966,0.003492229788720098,5686,75.0945,122,True,volatility,49
trend_supertrend_10_2,-0.00245360762944521,0.023682271812860912,0.00245360762944521,0.023682271812860912,0.001746114894360049,5696,74.5619,123,True,trend,37
vol_mfi_7,0.0002431836033427276,0.016046333605592513,0.0002431836033427276,0.016046333605592513,0.0012222804260520342,5699,72.5428,124,True,volume,30
mom_macd_line_5_13_3,-0.009829195938803938,-0.02112464484788964,0.009829195938803938,0.02112464484788964,0.0020953378732320588,5694,72.0619,125,True,momentum,35
vol_mfi_10,-0.0017885442139898523,0.014994643338676155,0.0017885442139898523,0.014994643338676155,0.001746114894360049,5696,67.4444,126,True,volume,35
mom_stoch_d_14,-0.013566262915727701,-0.030239191971744964,0.013566262915727701,0.030239191971744964,0.002968395320412083,5689,66.1645,127,True,momentum,35
mr_bb_pctb_20,-0.008390761345492909,-0.020438732378819886,0.008390761345492909,0.020438732378819886,0.0033176182992840928,5687,65.6556,128,True,mean_reversion,35
mr_bb_pctb_15,-0.0066366986980525905,-0.019967286490268864,0.0066366986980525905,0.019967286490268864,0.0024445608521040684,5692,65.4613,129,True,mean_reversion,35
mr_zscore_30,-0.004510290895754671,-0.014419985415586247,0.004510290895754671,0.014419985415586247,0.0050637331936441415,5677,64.0799,130,True,mean_reversion,35
trend_ema_cross_5_12,-0.006630333523398591,-0.006306997866416863,0.006630333523398591,0.006306997866416863,0.0019207263837960537,5695,60.198,131,True,trend,35
mr_pct_from_high_5,-0.018082798397585732,-0.03700558804223518,0.018082798397585732,0.03700558804223518,0.0006984459577440195,5702,53.7032,132,True,mean_reversion,27
mom_mom_5,-0.0070861978256858,-0.007232932908322946,0.0070861978256858,0.007232932908322946,0.0008730574471800245,5701,52.3523,133,True,momentum,30
mom_willr_7,-0.014797891780405843,-0.01751885693226788,0.014797891780405843,0.01751885693226788,0.0010476689366160294,5700,50.1406,134,True,momentum,30
mom_rsi_5,-0.007582209245177346,0.001690095935944719,0.007582209245177346,0.001690095935944719,0.00017461148943600488,5705,49.8235,135,True,momentum,35
mom_mom_10,-0.007875308495540455,-0.024382175701829555,0.007875308495540455,0.024382175701829555,0.001746114894360049,5696,48.4445,136,True,momentum,35
vol_volume_pctchg_15,-0.009609227788877694,0.031376265970999836,0.009609227788877694,0.031376265970999836,0.0026191723415400735,5691,48.1739,137,True,volume,8
cal_dow_norm,-0.007239804461262825,0.0035361990275933927,0.007239804461262825,0.0035361990275933927,0.0,5706,46.9314,138,True,calendar,11
mom_rsi_9,-0.002650024463797724,0.011460520946761473,0.002650024463797724,0.011460520946761473,0.00017461148943600488,5705,46.6864,139,True,momentum,35
mr_dist_sma_10,-0.007642930200697821,-0.01064879895788091,0.007642930200697821,0.01064879895788091,0.001571503404924044,5697,45.3632,140,True,mean_reversion,30
mom_roc_10,-0.004991915683342767,-0.015940019922959438,0.004991915683342767,0.015940019922959438,0.001746114894360049,5696,44.6812,141,True,momentum,35
mom_stoch_d_9,-0.01397308119757465,-0.0260103217515439,0.01397308119757465,0.0260103217515439,0.0020953378732320588,5694,44.4533,142,True,momentum,30
stat_log_return_20,-0.004444850898591407,0.00016329768850793967,0.004444850898591407,0.00016329768850793967,0.003492229788720098,5686,44.1899,143,True,statistical,35
mom_stoch_d_5,-0.016324750197418882,-0.013578817284298167,0.016324750197418882,0.013578817284298167,0.001396891915488039,5698,43.4894,144,True,momentum,30
vol_volume_pctchg_30,0.009348412581720587,0.029913607895114366,0.009348412581720587,0.029913607895114366,0.005238344683080147,5676,41.4022,145,True,volume,7
mom_roc_3,-0.04079063950405797,-0.002519958192300499,0.04079063950405797,0.002519958192300499,0.0005238344683080147,5703,41.2665,146,True,momentum,28
vol_volume_pctchg_20,-0.000747554449243713,0.03871553100112715,0.000747554449243713,0.03871553100112715,0.003492229788720098,5686,39.559,147,True,volume,9
mom_stoch_k_9,-0.016844496228869767,-0.02539305746961137,0.016844496228869767,0.02539305746961137,0.001746114894360049,5696,36.5631,148,True,momentum,30
mom_stoch_k_5,-0.025661710074635014,-0.011066407883011373,0.025661710074635014,0.011066407883011373,0.0010476689366160294,5700,33.0311,149,True,momentum,30
mom_rsi_7,-0.004495906824620283,0.004788857407442499,0.004495906824620283,0.004788857407442499,0.00017461148943600488,5705,32.7613,150,True,momentum,35
mr_zscore_10,-0.003038875616921154,-0.011602887241898903,0.003038875616921154,0.011602887241898903,0.001571503404924044,5697,30.6765,151,True,mean_reversion,30
stat_return_15,-0.001849512333843427,-0.009116655612535163,0.001849512333843427,0.009116655612535163,0.0026191723415400735,5691,29.8972,152,True,statistical,35
mom_stoch_k_14,-0.018658905380114065,-0.02898746085355296,0.018658905380114065,0.02898746085355296,0.0026191723415400735,5691,29.5105,153,True,momentum,35
vol_taker_buy_ratio,0.009083871419729711,0.032693980342086336,0.009083871419729711,0.032693980342086336,0.0,5706,27.8486,154,True,volatility,14
stat_return_2,0.001984020522370062,-0.0024420363647332964,0.001984020522370062,0.0024420363647332964,0.00034922297887200976,5704,27.6267,155,True,statistical,28
vol_volume_pctchg_10,0.006048404928185963,0.02422539231735331,0.006048404928185963,0.02422539231735331,0.001746114894360049,5696,27.234,156,True,volume,6
interact_ret1_x_natr,-0.00800676012399503,0.0032795849186272714,0.00800676012399503,0.0032795849186272714,0.0022699493626680634,5693,26.6158,157,True,interaction,13
mom_roc_5,-0.006555557022667934,-0.00042777748431064314,0.006555557022667934,0.00042777748431064314,0.0008730574471800245,5701,26.3054,158,True,momentum,30
mr_zscore_20,-0.008390761345492909,-0.020438732378819886,0.008390761345492909,0.020438732378819886,0.0033176182992840928,5687,24.6519,159,True,mean_reversion,35
trend_aroon_down_14,0.010862896905534058,0.011370814560940702,0.010862896905534058,0.011370814560940702,0.0024445608521040684,5692,24.5265,160,True,trend,38
vol_volume_pctchg_5,0.0012452747849791932,0.016899584783527904,0.0012452747849791932,0.016899584783527904,0.0008730574471800245,5701,23.2574,161,True,volume,5
vol_volume_rel_10,-0.0005762537566986038,0.014086909450413897,0.0005762537566986038,0.014086909450413897,0.001571503404924044,5697,22.817,162,True,volume,4
vol_bb_pctb_30,-0.004510290895754671,-0.014419985415586247,0.004510290895754671,0.014419985415586247,0.0050637331936441415,5677,21.6084,163,True,volatility,35
vol_volume_rel_5,-0.0003189993850828421,0.00833260855854727,0.0003189993850828421,0.00833260855854727,0.0006984459577440195,5702,20.0949,164,True,volume,3
vol_volume_pctchg_3,-0.0012322337318242424,0.00831125669707546,0.0012322337318242424,0.00831125669707546,0.0005238344683080147,5703,20.0726,165,True,volume,3
vol_bb_pctb_15,-0.0066366986980525905,-0.019967286490268864,0.0066366986980525905,0.019967286490268864,0.0024445608521040684,5692,19.8957,166,True,volatility,35
interact_ret1_x_ret3,0.02019428945170971,0.018585556229087075,0.02019428945170971,0.018585556229087075,0.0005238344683080147,5703,17.3925,167,True,interaction,10
trend_aroon_up_14,-0.005843240967249092,-0.0455088460034944,0.005843240967249092,0.0455088460034944,0.0024445608521040684,5692,16.5033,168,True,trend,34
stat_log_return_1,-0.006272257556115983,0.0060074677226063,0.006272257556115983,0.0060074677226063,0.00017461148943600488,5705,15.7598,169,True,statistical,13
stat_return_20,-0.004444850898591407,0.00016329768850793967,0.004444850898591407,0.00016329768850793967,0.003492229788720098,5686,15.4804,170,True,statistical,35
stat_log_return_10,-0.004991915683342767,-0.015940019922959438,0.004991915683342767,0.015940019922959438,0.001746114894360049,5696,13.1895,171,True,statistical,35
vol_bb_pctb_10,-0.003038875616921154,-0.011602887241898903,0.003038875616921154,0.011602887241898903,0.001571503404924044,5697,12.7387,172,True,volatility,30
vol_range_spike_96,0.011670133872039634,0.05742315335188233,0.011670133872039634,0.05742315335188233,0.016588091496420463,5611,12.51,173,True,volatility,4
vol_volume_rel_20,0.0009903080691137174,0.0250874802317421,0.0009903080691137174,0.0250874802317421,0.0033176182992840928,5687,12.4657,174,True,volume,4
stat_log_return_3,-0.04079063950405797,-0.002519958192300499,0.04079063950405797,0.002519958192300499,0.0005238344683080147,5703,10.4845,175,True,statistical,28
vol_range_spike_12,0.0003119385869664858,0.020162080575520363,0.0003119385869664858,0.020162080575520363,0.0019207263837960537,5695,10.4374,176,True,volatility,4
vol_volume_rel_50,0.0069105884407819115,0.03272535726828311,0.0069105884407819115,0.03272535726828311,0.008555962982364239,5657,10.3779,177,True,volume,4
vol_range_spike_72,0.008929351300004761,0.05203149968075088,0.008929351300004761,0.05203149968075088,0.012397415749956347,5635,10.2358,178,True,volatility,4
vol_bb_pctb_20,-0.008390761345492909,-0.020438732378819886,0.008390761345492909,0.020438732378819886,0.0033176182992840928,5687,9.5355,179,True,volatility,35
stat_log_return_5,-0.006555557022667934,-0.00042777748431064314,0.006555557022667934,0.00042777748431064314,0.0008730574471800245,5701,9.1619,180,True,statistical,30
vol_range_spike_24,-0.0013631390628199005,0.03397236274206746,0.0013631390628199005,0.03397236274206746,0.004016064257028112,5683,9.0739,181,True,volatility,4
trend_supertrend_14_3,0.011070236615421194,0.0790452454399988,0.011070236615421194,0.0790452454399988,0.0024445608521040684,5692,8.3583,182,True,trend,21
vol_range_spike_36,0.001982511039384355,0.03832672328599321,0.001982511039384355,0.03832672328599321,0.006111402130260171,5671,8.1246,183,True,volatility,4
